Community,Num,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21
Wikipedia,1134,379987,It's a shame that 'url' still needs repair.  What do you think?,9,-3,1,1,2,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,9,5,,6,-8,6,-1,,,,,,,,,,,
Wikipedia,1135,383875,As someone who has edited 'url' you might be interested to see that it has been suggested for deletion (or some other form of bastardization).  Care to join in the discussion?,-6,-4,0,0,5,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,9,-1,6,-1,,3,3,3,13,,,,,,,,,,,
Wikipedia,1136,384109,I feel 'url' is a personal attack against me. Can you please remove it for me per 'url'?,2,-7,-1,0,-5,-6,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,-2,,,12,,4,,-4,2,,,,,,,,,,
Wikipedia,1137,385164,"FloraBase has an entry for this, but no other information.'url' Know anything about it?",5,-3,0,0,5,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,7,-1,,,7,,-3,,-8,-6,,,,,,,,,,
Wikipedia,1138,385974,That link just takes me to the arbcom main page. Are you intending to link me to something else?,-3,-2,0,0,-6,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-4,,,7,,-1,,-8,3,,,,,,,,,,
Wikipedia,1139,387960,"I have never heard of the 1933 ""freakish heat flash"" in Coimbra, Portugal. Will you please provide some sources that you used for forming such a conclusion?",2,-6,0,0,2,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-1,,,10,,-3,,-6,2,,,,,,,,,,
Wikipedia,1140,389573,"That was nice work you did improving the reference I added. I still have to learn that, can you show me?",8,3,0,1,7,-3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1,,,7,,-6,,4,2,,,,,,,,,,
Wikipedia,1141,391212,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary.  Can you up-date the link?",5,-5,0,1,0,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-5,,,5,,,,-9,4,,,,,,,,,,
Wikipedia,1142,393977,"Ok. Thank you for clarifying. Could you be more specific as to what you are specifying as ""the claim"" so that I may find relevant information to refute?",10,-2,0,2,1,-6,1,,,,,,,,,,,,,,,,,,,,,,,,,9,8,5,,,7,,5,,2,3,,,,,,,,,,
Wikipedia,1143,394295,I am not sure why 'url' is not just in the article 'url' as a straight table. Is there some chance the template might be used on another article?,3,-1,0,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,,,8,,-6,,-2,4,,,,,,,,,,
Wikipedia,1144,394690,You deleted Ricardo Marinello. What was written in the article?,-1,-1,0,0,,-5,-1,,,,,,,,,,,,,,,,,,,,,,,,,-2,4,-3,,,12,,-9,,-11,5,,,,,,,,,,
Wikipedia,1145,395661,I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,5,-5,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,,,9,,-6,,-11,5,,,,,,,,,,
Wikipedia,1146,396333,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",10,3,1,2,8,-3,4,,,,,,,,,,,,,,,,,,,,,,,,,6,12,6,,,5,,-5,,11,3,,,,,,,,,,
Wikipedia,1147,397366,"Hi, I reverted vandalism on a couple of your subpages that you transclude in your main userpage. Do you want me to semi-protect them (your subpages) so that it is more difficult for vandals to subtly vandalize you?",8,-3,1,0,7,-4,4,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,8,,9,,9,6,,,,,,,,,,
Wikipedia,1148,397562,Please explain this 'url'. Is there a valid reason why this image was removed?,-5,-5,0,0,-1,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,-5,-3,-1,,,8,,-6,,-9,3,,,,,,,,,,
Wikipedia,1149,407369,"I replied... also, are you watching that page?  If so, I will stop bothering you here?",4,-1,-4,1,1,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,-3,,,11,,-5,,-8,5,,,,,,,,,,
Wikipedia,1150,417587,"Also - for some reason images on image pages now appear in full size when I view them, rather than more convienient viewing sizes. Do you know how I can fix this?",8,5,0,1,3,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,,4,,6,,-2,6,,,,,,,,,,
Wikipedia,1151,419038,"Hmmm, Dev, Jet123's nom doesn't really count as your second one, right? I can overwrite it?",5,-5,0,1,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,-6,,,,,,4,,-8,,,,,,,,,,
Wikipedia,1152,419907,"I have also put speedy delete tags on 'url' and 'url'.  Was there any particular reason to move your user/user talk pages to that name, and back again?",2,-2,2,1,2,-3,-2,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,,,,,1,,-7,,,,,,,,,,
Wikipedia,1153,421270,Are you saying that Racepacket attempted to contact Laura's employer? When and where did this happen?,-1,-2,-3,0,-5,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,-5,,-3,,,,,,,,,,
Wikipedia,1154,423432,"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",9,2,1,4,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,,,,,,10,,-4,,,,,,,,,,
Wikipedia,1155,423536,"And what, may I ask, is ''your'' relationship to Hammersoft? How did you come upon this matter?",-4,-4,0,-1,-4,2,-4,,,,,,,,,,,,,,,,,,,,,,,,,7,-1,1,,,,,,,,-8,,,,,,,,,,
Wikipedia,1156,423540,I went to 'url' and couldn't find it. Can you provide a link?,9,2,1,1,2,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,8,,2,,,,,,,,,,
Wikipedia,1157,426769,"Hi, I hadn't realized that you had made a revert on redirecting this.  Could you see my comments on 'url'?",6,2,3,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,7,-2,,,,,,0,,-8,,,,,,,,,,
Wikipedia,1158,428392,I have an email from the owner of this image that your BOT deleted.  Can you please restore this and I can send in the email granting me permission to post?,5,-2,1,1,4,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,,,,,,6,,2,,,,,,,,,,
Wikipedia,1159,431479,"I would like to do the same for 'url', a Houston neighborhood. How do I do this?",6,2,2,1,1,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,,,,,,5,,-4,,,,,,,,,,
Wikipedia,1160,438343,"Hello, I noticed you recently did a lot of work on the '''url''' page. I was wondering if you know of the origin of the word ""Nassarius"" - its etymology/ what is it named after?",8,-2,1,3,2,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,-2,,,,,,3,,-3,,,,,,,,,,
Wikipedia,1161,438448,Understood. Do you know of any legal expert you could contact to clarify this issue?,9,2,1,1,4,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,,,,,0,,-6,,,,,,,,,,
Wikipedia,1162,439715,"Hello again. Could you move this to 'url', please?",8,0,6,2,-3,-3,5,,,,,,,,,,,,,,,,,,,,,,,,,2,5,9,,,,,,11,,2,,,,,,,,,,
Wikipedia,1163,442925,Why on earth have you deleted the article on the 'url'?  Can you please undelete it?,-10,-8,-3,-1,-8,-3,-7,,,,,,,,,,,,,,,,,,,,,,,,,-10,-7,-7,,,,,,-5,,-9,,,,,,,,,,
Wikipedia,1164,446166,I note that you've edited since this was brought up here. Could you please respond?,-1,0,1,0,3,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,5,6,,,,,,10,,6,,,,,,,,,,
Wikipedia,1165,448921,"Hey, I just noticed 'url', and something doesn't seem right. What should be done?",7,4,-1,1,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,8,-2,,,,,,1,,-8,,,,,,,,,,
Wikipedia,1166,454457,"Hi Deb, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",8,9,2,7,10,-5,2,,,,,,,,,,,,,,,,,,,,,,,,,10,13,6,,,,,-3,6,13,,,,,,,,,,,
Wikipedia,1167,456164,The large coat of arms is still be commented on. Maybe you can lend a word or two?,3,3,6,0,0,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,,,,,2,4,7,,,,,,,,,,,
Wikipedia,1168,458314,You know there's no excuse for the edits you're making related to your position at 'url'. This has to go to 'url'; would you like to make the report?,-10,-3,0,-4,5,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,-2,4,3,,,,,3,3,-3,,,,,,,,,,,
Wikipedia,1169,460261,"My edit on 'url' was written by me, not copied from a forum. Out of curiousity, which forum copied my post on Wikipedia?",1,-3,1,0,-1,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,2,8,-2,,,,,-6,4,-11,,,,,,,,,,,
Wikipedia,1170,460480,"I thought that I should tell you that I created a new SVG version of the Wikipedia logo, located 'url'. It has a few problems, could you help me with it?",7,8,5,1,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,10,6,6,,,,,-7,8,4,,,,,,,,,,,
Wikipedia,1171,466813,"Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?",6,4,4,0,-1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,,,,0,0,3,,,,,,,,,,,
Wikipedia,1172,471521,Have a look at the changes. Do you think they will break anything?,1,7,2,0,4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,,,,,-1,1,-11,,,,,,,,,,,
Wikipedia,1173,476471,The primary meaning is not formatted well here. Care to take a shot at it?,4,2,1,0,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,-2,,,,,4,5,13,,,,,,,,,,,
Wikipedia,1174,476584,Something's still not right with me here. Think you can perform one of those cleanups?,5,3,0,-1,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,-1,,,,,2,5,2,,,,,,,,,,,
Wikipedia,1175,476673,Either 'url' is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,4,-2,-1,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,6,-1,,,,,-2,3,13,,,,,,,,,,,
Wikipedia,1176,478167,"<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",2,6,5,2,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,4,7,6,,,,,0,5,13,,,,,,,,,,,
Wikipedia,1177,480295,"I ""voted"" weak keep, based on what I've found.  Can you comment?",0,2,1,-1,-1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,5,-2,,,,,2,3,-3,,,,,,,,,,,
Wikipedia,1178,489092,"You deleted this, but somehow it still shows up on the parent category's page 'url'.  Is this normal and/or can you fix this?",6,5,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,-5,,,,,0,4,-11,,,,,,,,,,,
Wikipedia,1179,492399,"Hello - someone moved 'url' to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",5,3,3,-1,4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,7,-2,,,,,-1,9,0,,,,,,,,,,,
Wikipedia,1180,493880,Without information about the source and whether it's a free use or fair use picture it can't be used under the Wikipedia rules. Do you have this information?,-2,-2,2,-1,-1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,3,-1,,,,,-2,4,5,,,,,,,,,,,
Wikipedia,1181,494638,"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",7,-3,-3,-1,0,-7,-1,,,,,,,,,,,,,,,,,,,,,,,,,4,8,3,,,,3,,,10,6,,,,,,,,,,
Wikipedia,1182,499757,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,7,4,1,3,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,7,7,8,,,,12,,,13,11,,,,,,,,,,
Wikipedia,1183,500319,"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games.  That's too few given he was there for 4 years, please can you fix?",2,0,3,1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,8,,,-7,6,,,,,,,,,,
Wikipedia,1184,505413,I notice that you are using a very old version of my monobook script. Have you considered updating it?,0,-2,4,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,5,4,-3,,,,6,,,2,-2,,,,,,,,,,
Wikipedia,1185,505765,Your bot has ruined the formatting on ref 2 in 'url'. Would you care to either call off the bot or suggest an alternate formatting that will work better?,-10,0,2,-1,1,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,-3,-5,,,,-11,,,-11,4,,,,,,,,,,
Wikipedia,1186,507179,"You may not remember doing this but, you erased a page entitled, Earl Newton.  Why did you do it?",-2,-2,3,-1,-3,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,-9,1,-3,,,,4,,,-11,-9,,,,,,,,,,
Wikipedia,1187,507499,"url' is telling me that your talk page and 'url' supposedly both link there, but I can't find them for the life of me. Any ideas?",6,-2,2,-1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,12,,,2,3,,,,,,,,,,
Wikipedia,1188,508961,"I hope I am now signed on and you remove the erroneous vandalism report. Don't you think it would be more politic to send a message with a question than to preemptorily declare an edit ""vandalism""?",-10,-7,1,-1,-1,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,3,-7,-4,,,,-11,,,-11,3,,,,,,,,,,
Wikipedia,1189,513103,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",3,1,0,0,0,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,5,,,1,2,,,,,,,,,,
Wikipedia,1190,513734,"Hi, thanks for moving three of the Brussels municipalities. Could you move 'url' to 'url' as well?",13,0,3,2,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,,,,13,,,13,2,,,,,,,,,,
Wikipedia,1191,517632,"Are you there? I just posted YAP, Yet Another Plea, on 'url', might you wish to pitch in with something technical or at least magisterial?",-6,-1,-2,0,-2,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,,,,13,,,2,6,,,,,,,,,,
Wikipedia,1192,519222,"Also, I undid the recent move to Eris, pending some discussion. Maybe you'd like to support/oppose the move?",0,4,2,1,-3,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2,,,,-11,,,6,1,,,,,,,,,,
Wikipedia,1193,520030,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,-2,-4,0,-3,-2,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,,,,5,,,13,4,,,,,,,,,,
Wikipedia,1194,522511,"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",-3,-4,3,0,-6,-6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,,,,-6,,,-11,9,,,,,,,,,,
Wikipedia,1195,522744,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,6,8,3,2,-1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,,,,4,,,-7,7,,,,,,,,,,
Wikipedia,1196,522828,"Hello. Since you have contributed to 'url' in the past, could you spare a minute to discuss the fate of 'url'?",6,0,-1,1,8,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,7,9,7,-2,,0,,5,-1,1,,,,,,,,,,
Wikipedia,1197,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner.  Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",7,6,0,1,6,-4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,2,1,,2,,2,5,6,,,,,,,,,,
Wikipedia,1198,526810,"There is a recommendation on the talk page of the ""'url'"". What do you think of it?",7,4,1,1,4,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,-2,,6,,2,-3,1,,,,,,,,,,
Wikipedia,1199,528217,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,0,5,1,1,0,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,0,,4,,-3,-11,3,,,,,,,,,,
Wikipedia,1200,528379,"Why was 'url' deleted when it was simply a crop of 'url' which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",-1,-4,1,1,1,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,-1,9,6,,10,,-7,-2,5,,,,,,,,,,
Wikipedia,1201,529277,Update is four hours late. Any chance you could post it?,-9,-1,1,-1,-4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,,-1,,-5,-1,-4,,,,,,,,,,
Wikipedia,1202,530060,"Excellent, thank you! Can you also delete the 'url' from en and move hooks from the 'url' to 'url'?",12,9,4,3,7,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,4,11,6,5,5,,2,,7,5,13,,,,,,,,,,
Wikipedia,1203,530306,Thank you! Could you protect the picture that's live too?,9,5,3,1,11,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2,11,9,6,7,,2,,10,-5,10,,,,,,,,,,
Wikipedia,1204,530683,Commons 'url' has been at Deletion Requests since July.  Can it be closed now?,3,0,1,0,3,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,-5,3,1,6,-2,,5,,4,0,-1,,,,,,,,,,
Wikipedia,1205,532974,"You removed the border issue coverage in 'url', and your explanation was that it's covered in another article. Where is it covered?",-2,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,-1,5,-1,,7,,-7,-3,4,,,,,,,,,,
Wikipedia,1206,542860,Hello? Whom do I speak to to become a 'url'?,6,-1,0,0,-6,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,-5,0,-1,4,-8,,3,,4,,6,,,,,,,,,,
Wikipedia,1207,545520,"Hi Tim, I received the photograph from Delft but it's page looks a mess and I can't edit it. Can you, or do you know someone who can, fix it?",6,-2,6,0,7,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,5,7,,1,,6,-1,7,,,,,,,,,,
Wikipedia,1208,549682,"As I wrote above, at first I thought lets keep it, but after I heard some arguments, and when I made analysis of my own, I got to my conclusion. What's yours?",0,2,1,0,3,5,-2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,5,,-1,,-6,-6,0,,,,,,,,,,
Wikipedia,1209,550275,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,0,-4,1,-1,-1,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,6,-5,,5,,9,-11,-1,,,,,,,,,,
Wikipedia,1210,550622,"Hi, I noticed on 'url' you mentioned its Alexa traffic rank.  How do you find out the Alexa traffic rank of something?",3,6,2,1,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,-1,4,3,-4,-3,,7,,3,-6,-1,,,,,,,,,,
Wikipedia,1211,553125,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?",,-4,-3,-2,4,-2,-3,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,9,,3,6,,3,,,,,,,,,,,,
Wikipedia,1212,553188,"This page is new, the result of a move - the page it moved from is now a redirect to 'url', but the history which goes with it is at the page I asked to be deleted. Can you delete the page, while copying the history over to the article?",9,-5,1,0,2,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,9,-1,9,,4,4,,5,,,,,,,,,,,,
Wikipedia,1213,555331,I must be missing something here.  Would you mind clarifying for me the nature of your extensive work on 'url'?,4,-3,1,0,-2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,5,12,6,8,,7,5,,5,,,,,,,,,,,,
Wikipedia,1214,555624,"The 'url' has a request (header ""'url'"") left a few hours ago by someone who has pictures of signs in China but can't read them.  Would you please be willing to help?",10,0,0,2,6,-3,4,,,,,,,,,,,,,,,,,,,,,,,,,5,10,6,6,,4,7,,4,,,,,,,,,,,,
Wikipedia,1215,559348,"url' has copyedited the article on my request, cleaning up much of the complicated sentence structure; I'm not sure if it's sufficient, however.  Perhaps you might be able to take another look at it?",6,6,0,1,6,-4,3,,,,,,,,,,,,,,,,,,,,,,,,,6,10,4,8,,13,7,,1,,,,,,,,,,,,
Wikipedia,1216,560871,So how come he can have all types of slandereous links on his wiki page? Don't you think being an admin you should delete them?,-9,-10,1,-2,-5,-6,-1,,,,,,,,,,,,,,,,,,,,,,,,,-8,5,-4,7,,10,5,,3,,,,,,,,,,,,
Wikipedia,1217,563032,I don't think anybody wants the stale uninformative old Victorian results infoboxes. Can you gain consensus before deviating?,-10,-9,-1,1,-2,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,-10,-10,-3,-1,,7,1,,5,,,,,,,,,,,,
Wikipedia,1218,563575,GorillaWarfare- I don't know if you saw my reply on my talk page. Are you interested in being my mentor for the GU De-Ba'athification article?,5,-1,0,1,2,-4,3,,,,,,,,,,,,,,,,,,,,,,,,,1,11,4,7,,3,4,,6,,,,,,,,,,,,
Wikipedia,1219,563652,"Hi GW.. I was a bit bored today, so I made this: 'url'.. What do you think so far?",7,-1,1,0,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,7,,6,9,,4,,,,,,,,,,,,
Wikipedia,1220,566998,"He's still at it, and stating that we can't stop him as he has not got a static IP. Can you at least block him for now?",-2,-9,-1,-1,-1,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,-3,11,,5,4,,1,,,,,,,,,,,,
Wikipedia,1221,568972,It's larger now than the sub-stub previously deleted.  Can sources be added to verify the achievements?,4,-1,2,1,4,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,-1,,9,5,,5,,,,,,,,,,,,
Wikipedia,1222,569261,I have applied to become an admin but no one has voted?  Why is this?,-1,-6,0,0,1,-5,-1,,,,,,,,,,,,,,,,,,,,,,,,,-8,0,-2,-7,,9,5,,4,,,,,,,,,,,,
Wikipedia,1223,576536,"So do I, because, inspite of my 100s of friends and supporters, I'm feeling a little beleaguered and lonely here. If I can hang on in here, can't you at least keep me company?",-5,-6,-1,0,-8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,6,,7,7,,13,,,,,,,,,,,,
Wikipedia,1224,576930,url' is currently an orphaned article. Can you find some articles to link to 'Christa Behmenburg''?,5,1,0,1,1,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,0,6,-2,9,,6,8,,0,,,,,,,,,,,,
Wikipedia,1225,577309,"I'm somewhat puzzled by your recent edits on the Harper page, which have left two different sets of footnotes.  Could you please explain your rationale for the change?",0,0,1,0,1,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,6,8,8,,-1,8,,4,,,,,,,,,,,,
Wikipedia,1226,577827,These edits appear to be related to the same issue that caused the page to be protected. Could you please explain why you are doing this?,-1,-5,1,3,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,,-11,8,,,-1,,4,,,,,,,,,,
Wikipedia,1227,578640,"Hi - I noticed the same, and was wondering how you do it!  I've been trying to get 'url' next to my name by default and I can't seem to manage it... any help?",8,6,0,0,5,-5,2,,,,,,,,,,,,,,,,,,,,,,,,,3,10,1,,6,8,,,5,,-4,,,,,,,,,,
Wikipedia,1228,579888,"Hi, I saw you protected 'url' ('url', 'url', 'url'). In light of their signing to 'url', their 'url', 'url', and 'url' 'url' 'url', would you mind unprotecting it so I can give it a better treatment?",9,-5,1,2,,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,11,6,,-9,11,,,5,,1,,,,,,,,,,
Wikipedia,1229,581772,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",-2,-4,2,-1,-2,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,-1,,3,10,,,5,,-9,,,,,,,,,,
Wikipedia,1230,582966,"My user page is semi-protected, and the vandals are blocked. Do you want to semi-protect my talk for me please?",5,-3,1,0,-1,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,8,-3,,-6,8,,,7,,6,,,,,,,,,,
Wikipedia,1231,586714,Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?,-10,,1,1,-2,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,-5,-1,-6,,-6,10,,,2,,-6,,,,,,,,,,
Wikipedia,1232,587361,"In your vote against my candidacy you stated that you were a ""weak oppose"".  May I ask why?",6,4,0,1,3,-6,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,,-8,8,,,5,,7,,,,,,,,,,
Wikipedia,1233,588710,"I am the uploader of the hubble pictures.  What do I put for the author, description, and the other information?",7,0,1,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,-11,3,,,5,,3,,,,,,,,,,
Wikipedia,1234,600763,We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,10,8,0,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,2,11,1,,1,9,,,5,,5,,,,,,,,,,
Wikipedia,1235,600844,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,-6,-5,0,-1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-1,,-5,8,,,1,,2,,,,,,,,,,
Wikipedia,1236,600849,"I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?",5,-3,2,3,-2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,9,5,,0,9,,,3,,-5,,,,,,,,,,
Wikipedia,1237,601098,This is clearly them being just as congenial and accurate as always.'url' What is the appropriate place to report them?,1,-6,1,0,-6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-1,,6,6,,,1,,3,,,,,,,,,,
Wikipedia,1238,607129,"Actually, that's again a misromanization.  Would you ''please'' stop this insanity?",-11,-10,0,-5,-9,-8,-3,,,,,,,,,,,,,,,,,,,,,,,,,-9,-10,3,,-11,9,,,-6,,-8,,,,,,,,,,
Wikipedia,1239,607362,"Email checked and responded to.  If you can't respond here, could you at least leave me a note to check my email?",-1,-4,0,0,-10,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,-4,-1,-3,,-11,9,,,1,,6,,,,,,,,,,
Wikipedia,1240,607523,"As to our last discussion, you said that 'url' wasn't comprehensive enough and didn't show clearly its goal. Do you have any suggesting to improve this template?",4,-5,0,1,1,-2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,,-2,7,,,4,,3,,,,,,,,,,
Wikipedia,1241,607779,"To be perfectly honest, I really have no idea what you're talking about.  Would it not be simpler to just ''add'' a link to the template (if that is indeed what you mean) than to create a potentially offensive and almost certain to be rapidly deleted category?",-7,-4,-4,-3,-4,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,3,-5,3,6,,,-1,,,-11,6,,,,,,,,,,
Wikipedia,1242,608897,"This redirect isn't working because the admin who locked the page slapped a template onto it, causing this link to become mundane. Can you fix this puzzling circumstance?",3,-2,-4,0,6,3,-2,,,,,,,,,,,,,,,,,,,,,,,,,-1,4,0,0,,,0,,,-3,-8,,,,,,,,,,
Wikipedia,1243,609730,"url' and 'url' are both accounts which have vandalised the article, and both have been created solely for vandalism. I believe they're one and the same; do you know an admin that can take action?",6,-2,0,0,2,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,-4,-1,,,6,,,-5,0,,,,,,,,,,
