Community,Num,Index,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,EN1_zscore,EN2_zscore,EN3_zscore,EN4_zscore,EN5_zscore,EN6_zscore,EN7_zscore,EN8_zscore,EN9_zscore,EN10_zscore,EN11_zscore,EN12_zscore,EN13_zscore,EN14_zscore,EN15_zscore,EN16_zscore,EN17_zscore,EN18_zscore,EN19_zscore,EN20_zscore,EN21_zscore,EN22_zscore,EN23_zscore,EN24_zscore,EN25_zscore,EN26_zscore,EN27_zscore,EN28_zscore,EN29_zscore,EN30_zscore,EN31_zscore,CH1_zscore,CH2_zscore,CH3_zscore,CH4_zscore,CH5_zscore,CH6_zscore,CH7_zscore,CH8_zscore,CH9_zscore,CH10_zscore,CH11_zscore,CH12_zscore,CH13_zscore,CH14_zscore,CH15_zscore,CH16_zscore,CH17_zscore,CH18_zscore,CH19_zscore,CH20_zscore,CH21_zscore,label_t,label_t_z,label_d,label_d_z
Wikipedia,51,50,257936,I thought that only section tags go into sections while the article tags go to the top of the page so they could serve it's purpose. Is there a Wikipedia guideline that can substantiate your revert?,,,,,-3,,,1,,,,-2,,,,,0,,9,-2,,,,,,,,,1,-5,,,,,,,,2,,,0,,,,-1,,,,,,0,3,,,,,-0.718316912,,,0.244167779,,,,-0.501485949,,,,,-0.288974206,,0.694040588,-0.713637631,,,,,,,,,-0.429707952,-1.290958074,,,,,,,,-0.237194012,,,0.080671398,,,,-0.324265888,,,,,,0.281883908,0.388356726,0,0,-1,-1
Wikipedia,52,51,241828,"Hmm, now I feel ignorant. Are you aware of a good source we could stick in the article to back this up?",,,,,-2,,,0,,,,9,,,,,3,,4,3,,,,,,,,,0,-5,,,,,,,,0,,,2,,,,-2,,,,,,0,4,,,,,-0.497387204,,,0.084837957,,,,1.392538237,,,,,0.32477632,,-0.300999681,0.720809869,,,,,,,,,-0.686250014,-1.290958074,,,,,,,,-0.66321306,,,0.387222713,,,,-0.618714224,,,,,,0.281883908,0.640946467,0,0,0,0
Wikipedia,53,52,84622,<url> shows that Geo Swan has become active and <url> indicates that the problems mentioned at the RfC may be continuing. Would you close the RfC with the drafted summary?,,,,,3,,,-1,,,,10,,,,,2,,7,1,,,,,,,,,7,5,,,,,,,,2,,,0,,,,-2,,,,,,0,4,,,,,0.607261337,,,-0.074491865,,,,1.564722254,,,,,0.120192811,,0.29602448,0.147030869,,,,,,,,,1.109544414,0.950485615,,,,,,,,-0.237194012,,,0.080671398,,,,-0.618714224,,,,,,0.281883908,0.640946467,0,0,-1,-1
Wikipedia,54,53,137339,"I have looked back in my archives a year, and cannot find the issue concerned - although I certainly remember the name, your account, and the style. Can you give me the relevant link/diff, so I can refresh my memory and be best informed what action might be appropriate?",,,,,6,,,4,,,,5,,,,,3,,12,3,,,,,,,,,2,6,,,,,,,,1,,,2,,,,-2,,,,,,0,5,,,,,1.270050461,,,0.722157244,,,,0.703802169,,,,,0.32477632,,1.291064749,0.720809869,,,,,,,,,-0.173165891,1.174629984,,,,,,,,-0.450203536,,,0.387222713,,,,-0.618714224,,,,,,0.281883908,0.893536208,1,0,-1,-1
Wikipedia,55,54,106275,I just sent you an email. Did it work?,,,,,0,,,-2,,,,-1,,,,,1,,9,1,,,,,,,,,0,4,,,,,,,,-2,,,1,,,,-1,,,,,,0,2,,,,,-0.055527788,,,-0.233821686,,,,-0.329301932,,,,,-0.084390697,,0.694040588,0.147030869,,,,,,,,,-0.686250014,0.726341246,,,,,,,,-1.089232108,,,0.233947056,,,,-0.324265888,,,,,,0.281883908,0.135766986,0,0,-1,-1
Wikipedia,56,55,13662,"Ah well, if you are going to have such a bizarre flight of fancy as far as to calling it an attack page then perhaps I will remove it. Maybe you should also look at how you interact with others?",,,,,-7,,,-12,,,,-5,,,,,-4,,-3,-4,,,,,,,,,-9,-5,,,,,,,,-4,,,1,,,,-1,,,,,,-1,4,,,,,-1.602035744,,,-1.827119904,,,,-1.018038,,,,,-1.107308241,,-1.694056058,-1.287416631,,,,,,,,,-2.995128564,-1.290958074,,,,,,,,-1.515251156,,,0.233947056,,,,-0.324265888,,,,,,-0.007417998,0.640946467,1,1,1,1
Wikipedia,57,56,89515,"Hi there. Regarding the comment you added <url>, how can this be verified?",,,,,3,,,7,,,,4,,,,,2,,-1,5,,,,,,,,,4,6,,,,,,,,-1,,,2,,,,-2,,,,,,0,2,,,,,0.607261337,,,1.200146709,,,,0.531618152,,,,,0.120192811,,-1.29603995,1.294588869,,,,,,,,,0.339918231,1.174629984,,,,,,,,-0.876222584,,,0.387222713,,,,-0.618714224,,,,,,0.281883908,0.135766986,1,0,-1,-1
Wikipedia,58,57,573934,"Not a whole lot of contrast with the letters now, if you've traversed the link. Maybe a green pattern is just not the right base color, if we are trying to avoid confusing with WP officialstuff?",,,,,5,,,-3,,,,8,,,,,1,,0,-3,,,,,,,,,2,5,,,,,,,,0,,,1,,,,4,,,,,,0,7,,,,,1.049120753,,,-0.393151508,,,,1.22035422,,,,,-0.084390697,,-1.097031896,-1.000527131,,,,,,,,,-0.173165891,0.950485615,,,,,,,,-0.66321306,,,0.233947056,,,,1.147975788,,,,,,0.281883908,1.398715689,0,0,-1,-1
Wikipedia,59,58,297046,I hope this makes my concerns clearer. Perhaps we can work together to resolve them?,,,,,6,,,0,,,,10,,,,,6,,12,4,,,,,,,,,7,7,,,,,,,,4,,,5,,,,4,,,,,,0,4,,,,,1.270050461,,,0.084837957,,,,1.564722254,,,,,0.938526846,,1.291064749,1.007699369,,,,,,,,,1.109544414,1.398774353,,,,,,,,0.188825037,,,0.847049684,,,,1.147975788,,,,,,0.281883908,0.640946467,0,0,-1,-1
Wikipedia,60,59,148704,"I'm curious: how do you make those beautiful coats of arms? Do you have a script that generates them from the heraldic descriptions, or do you make them by hand?",,,,,8,,,5,,,,11,,,,,8,,12,-1,,,,,,,,,9,5,,,,,,,,1,,,2,,,,4,,,,,,0,-4,,,,,1.711909877,,,0.881487066,,,,1.736906271,,,,,1.347693864,,1.291064749,-0.426748131,,,,,,,,,1.622628537,0.950485615,,,,,,,,-0.450203536,,,0.387222713,,,,1.147975788,,,,,,0.281883908,-1.379771458,1,1,1,1
Wikipedia,61,60,622223,"Unfortunately, I have no clue what you mean. Can you point me to a page that has such a feature?",,1,3,,,,,,,-2,,,,,-4,,-3,,,,0,,,,9,,,,,5,,-1,,,,,,,,-3,,,-10,,-6,,,,-3,,,,,0.486833129,0.961153917,,,,,,,-0.10240679,,,,,-0.670649732,,-0.902724732,,,,0.090273856,,,,1.636992122,,,,,0.950485615,,-0.524024513,,,,,,,,-0.943997719,,,-1.70883911,,-1.796507565,,,,-0.684223652,,,,1,1,1,1
Wikipedia,62,61,888,Thanks for the heads up. He doesn't know any english?,,-3,8,,,,,,,-2,,,,,,,2,,,,2,,,,3,,,,,3,,0,,,,,,,,-6,,,1,,-6,,,,1,,,,,-0.390366855,2.922692524,,,,,,,-0.10240679,,,,,,,0.120192811,,,,0.7025661,,,,0.069448151,,,,,0.502196877,,-0.30120074,,,,,,,,-1.528418125,,,0.334338087,,-1.796507565,,,,0.146817221,,,,0,0,1,1
Wikipedia,63,62,531742,"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?",,5,10,,,,,,,-2,,,,,11,,10,,,,3,,,,9,,,,,1,,12,,,,,,,,-5,,,7,,5,,,,5,,,,,1.364033114,3.707307967,,,,,,,-0.10240679,,,,,1.878737948,,1.756860881,,,,1.008712222,,,,1.636992122,,,,,0.053908139,,2.372684537,,,,,,,,-1.333611323,,,1.448798375,,1.442424124,,,,0.977858094,,,,0,0,-1,-1
Wikipedia,64,63,273774,Hi <name> it is taking a while for Longhair to get back to me on a couple of things. Is he on wikibreak or something?,,2,1,,,,,,,-1,,,,,-4,,0,,,,3,,,,3,,,,,-2,,-4,,,,,,,,-2,,,3,,3,,,,3,,,,,0.706133126,0.176538475,,,,,,,0.08811747,,,,,-0.670649732,,-0.288974206,,,,1.008712222,,,,0.069448151,,,,,-0.618524967,,-1.192495832,,,,,,,,-0.749190917,,,0.70582485,,0.853527453,,,,0.562337657,,,,0,0,0,0
Wikipedia,65,64,507189,"Deleting Val Klassen's page. I redirected it to the creator's talkpage, wasn't that enough?",,-7,-1,,,,,,,-8,,,,,-1,,-2,,,,-2,,,,-1,,,,,-4,,-5,,,,,,,,-5,,,-12,,-5,,,,-8,,,,,-1.26756684,-0.608076968,,,,,,,-1.245552347,,,,,-0.160772196,,-0.698141224,,,,-0.522018387,,,,-0.975581164,,,,,-1.066813705,,-1.415319605,,,,,,,,-1.333611323,,,-2.080325872,,-1.50205923,,,,-1.723024744,,,,1,1,-1,-1
Wikipedia,66,65,509055,I'm afraid I don't entirely understand what you mean. Is there some conflict with using user authorization and the GPL license?,,7,4,,,,,,,-1,,,,,9,,5,,,,3,,,,3,,,,,4,,10,,,,,,,,7,,,6,,3,,,,2,,,,,1.802633106,1.353461639,,,,,,,0.08811747,,,,,1.538819591,,0.733943338,,,,1.008712222,,,,0.069448151,,,,,0.726341246,,1.927036991,,,,,,,,1.004070301,,,1.263054994,,0.853527453,,,,0.354577439,,,,0,0,-1,-1
Wikipedia,67,66,445252,"The policy is tricky - I guess it comes down to whether or not you think the account is going to be disruptive, and whether it is appropriate to guess that ahead of time. On the other hand, looks like another overreaction to <name> in my opinion - what do you think?",,2,6,,,,,,,-5,,,,,0,,2,,,,2,,,,5,,,,,4,,12,,,,,,,,4,,,3,,3,,,,-2,,,,,0.706133126,2.138077081,,,,,,,-0.673979568,,,,,0.009186983,,0.120192811,,,,0.7025661,,,,0.591962808,,,,,0.726341246,,2.372684537,,,,,,,,0.419649895,,,0.70582485,,0.853527453,,,,-0.476463434,,,,0,0,-1,-1
Wikipedia,68,67,204594,Who???,,-9,-6,,,,,,,-3,,,,,-5,,-5,,,,-9,,,,0,,,,,-7,,-4,,,,,,,,-3,,,-7,,-4,,,,-8,,,,,-1.706166832,-2.569615575,,,,,,,-0.292931049,,,,,-0.840608911,,-1.31189175,,,,-2.66504124,,,,-0.714323835,,,,,-1.739246812,,-1.192495832,,,,,,,,-0.943997719,,,-1.151608965,,-1.207610894,,,,-1.723024744,,,,0,0,-1,-1
Wikipedia,69,68,457189,Can you help with this user:<url> I suspect that it is sockpuppet of banned user Bonaparte and he vandalizing various articles related to Romanians and Vlachs. Can we do something about it?,,0,3,,,,,,,1,,,,,1,,3,,,,1,,,,6,,,,,4,,2,,,,,,,,0,,,0,,-1,,,,3,,,,,0.267533133,0.961153917,,,,,,,0.469165989,,,,,0.179146161,,0.32477632,,,,0.396419978,,,,0.853220136,,,,,0.726341246,,0.144446806,,,,,,,,-0.359577313,,,0.148594705,,-0.324265888,,,,0.562337657,,,,0,1,-1,-1
Wikipedia,70,69,469273,"Is there any reason you keep moving boldface marks? ITN is on my watchlist and you seem to do this quite frequently, yet, as far as I can see, it makes no difference, so I feel compelled to ask if there's any particular reason?",,-11,2,,,,,,,-2,,,,,-6,,-2,,,,-2,,,,-1,,,,,3,,2,,,,,,,,5,,,-2,,1,,,,-9,,,,,-2.144766825,0.568846196,,,,,,,-0.10240679,,,,,-1.01056809,,-0.698141224,,,,-0.522018387,,,,-0.975581164,,,,,0.502196877,,0.144446806,,,,,,,,0.614456697,,,-0.222892058,,0.264630782,,,,-1.930784962,,,,0,0,-1,-1
Wikipedia,71,70,192707,"I always thought that even if you need an account to view the info, it was allowed to be used on Wikipedia. Like the Magazine references?",,1,,,,0,,,2,,7,,,,1,-1,,,,,,0,,,,,0,,,,0,,,,,0,,3,,,,,0,,-5,,,,,0,,,,0.486833129,,,,0.088396628,,,0.15437143,,-0.243035123,,,,0.179146161,0.07398931,,,,,,0.142766122,,,,,-0.299954304,,,,-0.390362239,,,,,-0.086006789,,-0.024184487,,,,,0.148594705,,-1.50205923,,,,,-0.249489407,,,0,0,-1,-1
Wikipedia,72,71,354587,"Sorry, what? Could you be more specific please?",,-1,,,,-2,,,5,,12,,,,3,-3,,,,,,-6,,,,,1,,,,-2,,,,,4,,4,,,,,12,,3,,,,,2,,,,0.048233137,,,,-0.390207973,,,0.840466674,,1.055371699,,,,0.519064519,-0.274195678,,,,,,-1.142128976,,,,,-0.089460056,,,,-0.928792915,,,,,0.765460425,,0.188825037,,,,,2.377515283,,0.853527453,,,,,1.038197854,,,0,1,1,1
Wikipedia,73,72,134181,"I don't have the full list online, but I do have the 07-08 AJHL record book. Are there any specific seasons or teams you are looking for?",,0,,,,1,,,3,,12,,,,0,3,,,,,,0,,,,,5,,,,5,,,,,7,,5,,,,,2,,3,,,,,0,,,,0.267533133,,,,0.327698929,,,0.383069845,,1.055371699,,,,0.009186983,0.770359286,,,,,,0.142766122,,,,,0.752516938,,,,0.955714448,,,,,1.404060836,,0.401834561,,,,,0.520081468,,0.853527453,,,,,-0.249489407,,,0,0,0,0
Wikipedia,74,73,627256,How does it feel being wikifamous??,,0,,,,-2,,,6,,12,,,,-1,0,,,,,,,,,,,-1,,,,0,,,,,-1,,-4,,,,,-8,,,,,,,0,,,,0.267533133,,,,-0.390207973,,,1.069165089,,1.055371699,,,,-0.160772196,0.248081804,,,,,,,,,,,-0.510448553,,,,-0.390362239,,,,,-0.298873593,,-1.515251156,,,,,-1.337352347,,,,,,,-0.249489407,,,0,1,1,1
Wikipedia,75,74,292274,You're welcome. What else is peer review for?,,10,,,,-1,,,8,,9,,,,8,9,,,,,,-1,,,,,4,,,,-2,,,,,7,,1,,,,,11,,3,,,,,3,,,,2.460533095,,,,-0.150905672,,,1.526561919,,0.276327606,,,,1.368860412,1.81491425,,,,,,-0.071383061,,,,,0.54202269,,,,-0.928792915,,,,,1.404060836,,-0.450203536,,,,,2.191771901,,0.853527453,,,,,1.682041484,,,0,0,-1,-1
Wikipedia,76,75,219928,Why did you remove those German emigrant cases. Shouldn't we include those cases of people who was born in what was then Germany at the time?,,-2,,,,-6,,,-2,,3,,,,-1,-8,,,,,,0,,,,,0,,,,-1,,,,,0,,-4,,,,,-10,,3,,,,,-1,,,,-0.171066859,,,,-1.347417175,,,-0.760422229,,-1.281760581,,,,-0.160772196,-1.144658148,,,,,,0.142766122,,,,,-0.299954304,,,,-0.659577577,,,,,-0.086006789,,-1.515251156,,,,,-1.70883911,,0.853527453,,,,,-0.893333037,,,0,0,0,0
Wikipedia,77,76,394222,just wondering how the chapters were going. you think they are notable enough to have their own article?,,2,,,,-2,,,3,,12,,,,,-7,,,,,,0,,,,,-2,,,,5,,,,,-1,,-2,,,,,-7,,-6,,,,,-2,,,,0.706133126,,,,-0.390207973,,,0.383069845,,1.055371699,,,,,-0.970565654,,,,,,0.142766122,,,,,-0.720942801,,,,0.955714448,,,,,-0.298873593,,-1.089232108,,,,,-1.151608965,,-1.796507565,,,,,-1.537176667,,,0,1,1,1
Wikipedia,78,77,164799,"What would the recommended sequencing be, then?... Good Article then Feautred Article recommendation?",,-2,,,,0,,,0,,3,,,,0,0,,,,,,-1,,,,,-2,,,,1,,,,,-2,,-1,,,,,0,,1,,,,,0,,,,-0.171066859,,,,0.088396628,,,-0.3030254,,-1.281760581,,,,0.009186983,0.248081804,,,,,,-0.071383061,,,,,-0.720942801,,,,-0.121146902,,,,,-0.511740396,,-0.876222584,,,,,0.148594705,,0.264630782,,,,,-0.249489407,,,0,0,0,0
Wikipedia,79,78,576947,"I noticed you added the Jean Chretien link to the homepage, which is nice, but you didn't put any comment for the changelog and you also didn't bump of the last article, you bumped off the 2nd last article. Why?",,-6,,,,-5,,,-2,,5,,,,-3,-8,,,,,,-8,,,,,-2,,,,2,,,,,2,,-3,,,,,-4,,4,,,,,-1,,,,-1.048266844,,,,-1.108114875,,,-0.760422229,,-0.762397852,,,,-0.500690553,-1.144658148,,,,,,-1.570427343,,,,,-0.720942801,,,,0.148068436,,,,,0.339726818,,-1.302241632,,,,,-0.594378821,,1.147975788,,,,,-0.893333037,,,0,0,-1,-1
Wikipedia,80,79,207737,"In <url>, you removed a cartoon image of Wendy Thomas that had been used in the infobox on her article. I'm not very familiar with the NFCC policy you cite, so I was wondering if you thought that giving a rationale on the image for use in that particular article would bring it up to specs?",,1,,,,7,,,2,,5,,,,1,0,,,,,,1,,,,,2,,,,1,,,,,8,,7,,,,,0,,3,,,,,0,,,,0.486833129,,,,1.763512732,,,0.15437143,,-0.762397852,,,,0.179146161,0.248081804,,,,,,0.356915305,,,,,0.121034193,,,,-0.121146902,,,,,1.616927639,,0.827853609,,,,,0.148594705,,0.853527453,,,,,-0.249489407,,,0,0,-1,-1
Wikipedia,81,80,628231,"Also, 'topological proof'? Isn't 'proof' a bit strong?",,,,-2,,,-3,,,,,,-3,,,,,,2,0,,,,,,0,,-4,1,,,,,,,-1,,,5,,,,-2,,,,-3,,,,-3,,,,,-0.740164764,,,-1.318528831,,,,,,-1.239031346,,,,,,-0.699015789,-0.139858631,,,,,,-1.196842693,,-0.895469618,-0.429707952,,,,,,,-0.298873593,,,1.030909024,,,,-0.222892058,,,,-0.688498892,,,,-0.586021808,,0,1,-1,-1
Wikipedia,82,81,625715,"When you say you emailed Crystal, do you mean ''Crystal Evans, AKA Country Girl in Girl Authority?'' She was the one who wanted me to recieve the Barnstar?",,,,-12,,,2,,,,,,-2,,,,,,3,3,,,,,,3,,-2,1,,,,,,,-1,,,-2,,,,0,,,,-5,,,,0,,,,,-3.374649517,,,0.459315837,,,,,,-0.930238487,,,,,,-0.500007735,0.720809869,,,,,,0.158073563,,-0.518429779,-0.429707952,,,,,,,-0.298873593,,,-0.392035826,,,,0.148594705,,,,-1.185748092,,,,0.281883908,,0,0,-1,-1
Wikipedia,83,82,153143,I seem to have stuffed up creating 4 April 2009 very badly. Can you help?,,,,12,,,3,,,,,,4,,,,,,7,2,,,,,,-3,,0,4,,,,,,,-1,,,2,,,,-4,,,,0,,,,0,,,,,2.948113891,,,0.814884771,,,,,,0.922518666,,,,,,0.29602448,0.433920369,,,,,,-2.55175895,,-0.14138994,0.339918231,,,,,,,-0.298873593,,,0.421075517,,,,-0.594378821,,,,0.057374908,,,,0.281883908,,0,0,-1,-1
Wikipedia,84,83,414976,"Hello. Regarding <url>, could you tell me what supports this being a free image?",,,,7,,,3,,,,,,7,,,,,,12,3,,,,,,1,,7,7,,,,,,,0,,,2,,,,1,,,,0,,,,-8,,,,,1.630871514,,,0.814884771,,,,,,1.848897243,,,,,,1.291064749,0.720809869,,,,,,-0.745203941,,1.178249498,1.109544414,,,,,,,-0.086006789,,,0.421075517,,,,0.334338087,,,,0.057374908,,,,-2.032531334,,1,1,1,1
Wikipedia,85,84,234380,"Yes, I do have the Family Guy DVD collection, Volume 1, Seasons 1&2. What's up?",,,,-3,,,-6,,,,,,5,,,,,,11,3,,,,,,4,,8,1,,,,,,,-1,,,4,,,,0,,,,-3,,,,-9,,,,,-1.003613239,,,-2.385235631,,,,,,1.231311525,,,,,,1.092056695,0.720809869,,,,,,0.609712315,,1.366769417,-0.429707952,,,,,,,-0.298873593,,,0.827631188,,,,0.148594705,,,,-0.688498892,,,,-2.321833239,,0,0,-1,-1
Wikipedia,86,85,137251,"An editor you recently blocked for a week, <url>, is now editing the same articles and topics under an IP account <url>. Is this allowed or should it just be ignored?",,,,4,,,3,,,,,,2,,,,,,8,-1,,,,,,4,,-1,1,,,,,,,5,,,2,,,,0,,,,0,,,,3,,,,,0.840526088,,,0.814884771,,,,,,0.304932948,,,,,,0.495032534,-0.426748131,,,,,,0.609712315,,-0.329909859,-0.429707952,,,,,,,0.978327229,,,0.421075517,,,,0.148594705,,,,0.057374908,,,,1.149789623,,0,0,-1,-1
Wikipedia,87,86,627674,"I agree, and that is something that I have believed to be the case for a few weeks now, but <name> won't let me make any significant changes that would result as such. So has it been propsed that the material be merged?",,,,7,,,-2,,,,,,1,,,,,,10,6,,,,,,4,,6,6,,,,,,,7,,,2,,,,-10,,,,1,,,,6,,,,,1.630871514,,,-0.962959897,,,,,,-0.003859911,,,,,,0.893048641,1.581478369,,,,,,0.609712315,,0.989729578,0.853002353,,,,,,,1.404060836,,,0.421075517,,,,-1.70883911,,,,0.305999508,,,,2.017695339,,0,0,-1,-1
Wikipedia,88,87,476597,I'm confused: what did you do? And how did you delete it twice without restoring it in between?,,,,3,,,-4,,,,,,0,,,,,,9,-4,,,,,,5,,1,3,,,,,,,-1,,,-4,,,,-6,,,,-3,,,,-5,,,,,0.577077613,,,-1.674097764,,,,,,-0.31265277,,,,,,0.694040588,-1.287416631,,,,,,1.061351068,,0.04712998,0.08337617,,,,,,,-0.298873593,,,-0.798591497,,,,-0.965865584,,,,-0.688498892,,,,-1.164625618,,1,0,-1,-1
Wikipedia,89,88,516456,<url>. What do you think should be done?,,,,3,,,0,,,,,,0,,,,,,12,-1,,,,,,4,,0,9,,,,,,,4,,,-3,,,,-8,,,,0,,,,0,,,,,0.577077613,,,-0.25182203,,,,,,-0.31265277,,,,,,1.291064749,-0.426748131,,,,,,0.609712315,,-0.14138994,1.622628537,,,,,,,0.765460425,,,-0.595313661,,,,-1.337352347,,,,0.057374908,,,,0.281883908,,0,0,-1,-1
Wikipedia,90,89,544688,"This would make a great addition to DYK, you know. (<url> :) It's just under a thousand wordsu2014maybe more of your thesis would like to make it onto WP?",,,,12,,,6,,,,,,-1,,,,,,6,2,,,,,,2,,9,7,,,,,,,2,,,3,,,,4,,,,0,,,,,,,,,2.948113891,,,1.881591572,,,,,,-0.621445628,,,,,,0.097016426,0.433920369,,,,,,-0.293565189,,1.555289337,1.109544414,,,,,,,0.339726818,,,0.624353352,,,,0.891568231,,,,0.057374908,,,,,,0,0,-1,-1
Wikipedia,91,90,172545,Iulius! Could you provide exact reference of article u017dirmu016bnai part ''Demographics'' ethnicity composition?,,,1,,,,,,2,,,,,0,,,,0,,,,,5,,,,1,2,,,,,,,,2,2,,,,,3,,,,,,-3,,,,,,,0.176538475,,,,,,0.15437143,,,,,0.092720409,,,,-0.14758065,,,,,0.592928182,,,,-0.089460056,0.2356499,,,,,,,,0.339726818,-0.866894399,,,,,0.364085906,,,,,,-0.427191533,,,,,0,0,-1,-1
Wikipedia,92,91,71974,The race was advertised and billed as the 100th Indy 500. Are you saying the promoters and Indycar are liars?,,,-5,,,,,-9,-6,,,,,-3,,,,-3,,,,,-10,,,,-5,-3,,,,,,,,0,-2,,,,,-5,,,,,,-12,-6,,,,,,-2.177307853,,,,,-1.349130439,-1.675215888,,,,,-0.58160984,,,,-1.131451654,,,,,-1.556660392,,,,-1.352425546,-0.706949699,,,,,,,,-0.086006789,-1.877849966,,,,,-1.01434633,,,,,,-1.736033678,-1.307504307,,,,0,0,-1,-1
Wikipedia,93,92,447985,"As a timid Wikipedia end-user who never makes more than a rare grammatical or spelling edit, learning the history to be found on this talk page and Kate's userpage history makes me sad. Why is it that so many communities change the way they do as the size of the project they revolve around increases..?",,,-1,,,,,0,5,,,,,-3,,,,0,,,,,6,,,,-2,6,,,,,,,,5,-1,,,,,0,,,,,,0,4,,,,,,-0.608076968,,,,,0.084837957,0.840466674,,,,,-0.58160984,,,,-0.14758065,,,,,0.736234087,,,,-0.720942801,0.989729578,,,,,,,,0.978327229,-1.625111075,,,,,-0.152826183,,,,,,0.009089182,0.770097876,,,,0,0,0,0
Wikipedia,94,93,537248,Title says it all.<url> I dont have time to put up a page... but might I suggest <url>?,,,2,,,,,-12,-3,,,,,-2,,,,2,,,,,0,,,,-3,0,,,,,,,,3,0,,,,,3,,,,,,3,4,,,,,,0.568846196,,,,,-1.827119904,-0.989120644,,,,,-0.356833091,,,,0.508333352,,,,,-0.123601343,,,,-0.931437049,-0.14138994,,,,,,,,0.552593621,-1.372372183,,,,,0.364085906,,,,,,0.445369896,0.770097876,,,,0,0,-1,-1
Wikipedia,95,94,6478,Thanks. Do you happen to know if the postcard was origianlly published in Japan?,,,3,,,,,3,6,,,,,7,,,,4,,,,,8,,,,8,8,,,,,,,,2,10,,,,,6,,,,,,9,3,,,,,,0.961153917,,,,,0.562827422,1.069165089,,,,,1.666157659,,,,1.164247354,,,,,1.022845897,,,,1.383999684,1.366769417,,,,,,,,0.339726818,1.155016736,,,,,0.880997994,,,,,,1.317931326,0.562337657,,,,0,0,-1,-1
Wikipedia,96,95,13280,"Sorry, but which talk page? I came across the graphic at <url> - is there another?",,,3,,,,,-1,6,,,,,3,,,,4,,,,,10,,,,7,5,,,,,,,,0,4,,,,,7,,,,,,0,5,,,,,,0.961153917,,,,,-0.074491865,1.069165089,,,,,0.767050659,,,,1.164247354,,,,,1.309457706,,,,1.173505435,0.801209659,,,,,,,,-0.086006789,-0.361416615,,,,,1.053302024,,,,,,0.009089182,0.977858094,,,,0,0,-1,-1
Wikipedia,97,96,599609,So....what's up with this article? Is it a joke?,,,-8,,,,,-12,-5,,,,,-7,,,,-5,,,,,-8,,,,-6,-5,,,,,,,,0,-1,,,,,-6,,,,,,-6,-11,,,,,,-3.354231017,,,,,-1.827119904,-1.446517474,,,,,-1.48071684,,,,-1.787365656,,,,,-1.270048583,,,,-1.562919795,-1.083989538,,,,,,,,-0.086006789,-1.625111075,,,,,-1.186650359,,,,,,-0.863472248,-2.346305398,,,,0,0,-1,-1
Wikipedia,98,97,532224,The content has recently been added to <url>. Would you consider changing your vote to delete?,,,5,,,,,10,-2,,,,,0,,,,6,,,,,-1,,,,4,7,,,,,,,,2,2,,,,,3,,,,,,9,4,,,,,,1.74576936,,,,,1.678136175,-0.760422229,,,,,0.092720409,,,,1.820161356,,,,,-0.266907248,,,,0.54202269,1.178249498,,,,,,,,0.339726818,-0.866894399,,,,,0.364085906,,,,,,1.317931326,0.770097876,,,,0,0,-1,-1
Wikipedia,99,98,629673,No problem. Have you heard anything new about HRE?,,,5,,,,,6,5,,,,,5,,,,5,,,,,10,,,,4,7,,,,,,,,1,4,,,,,6,,,,,,9,4,,,,,,1.74576936,,,,,1.040816888,0.840466674,,,,,1.216604159,,,,1.492204355,,,,,1.309457706,,,,0.54202269,1.178249498,,,,,,,,0.126860014,-0.361416615,,,,,0.880997994,,,,,,1.317931326,0.770097876,,,,0,0,-1,-1
Wikipedia,100,99,334732,"Again samething with the second site, again outside of taking they're word for it how do we know they are are right. What is your opinion on the 2 logos in the forum discussion think they were made up?",,,4,,,,,-6,2,,,,,-2,,,,0,,,,,-11,,,,5,-1,,,,,,,,0,0,,,,,0,,,,,,-8,-7,,,,,,1.353461639,,,,,-0.871140974,0.15437143,,,,,-0.356833091,,,,-0.14758065,,,,,-1.699966297,,,,0.752516938,-0.329909859,,,,,,,,-0.086006789,-1.372372183,,,,,-0.152826183,,,,,,-1.154326058,-1.515264525,,,,0,0,-1,-1
Wikipedia,101,100,626770,"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy. What are you talking about?",,,-9,,,,,,,,,-11,,,-12,-12,,,,,,,-12,-10,,,,,,-6,,,,,0,,,,-11,,,-12,,,,,,-12,,,-10,,,,-3.746538739,,,,,,,,,-2.051142101,,,-2.030323162,-1.841028124,,,,,,,-1.843272202,-3.735937509,,,,,,-1.515102443,,,,,-1.319477004,,,,-2.221536347,,,-2.220474536,,,,,,-1.736033678,,,-2.611135145,,0,0,-1,-1
