Community,Num,Num,Id,Request,Type,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27
Wikipedia,28,628,79427,"Despite our long-standing disagreement, I have no argument with you <url>. However, can I suggest you use a less opaque edit summary than ''added info'' when doing something that is nonetheless controversial?",Rating,11,,,,-1,,,,,5,,,-1,,,,-7,,,,,,-6,,,,10,,,,-1,,,,,,6,,,,,0,,,4,,,,,,-10
Wikipedia,28,628,79427,"Despite our long-standing disagreement, I have no argument with you <url>. However, can I suggest you use a less opaque edit summary than ''added info'' when doing something that is nonetheless controversial?",Highlight,"12: However,,13: can,14: I,15: suggest,19: less,20: opaque",,,,"1: Despite,3: long-standing,4: disagreement,,12: However,,13: can,14: I,15: suggest",,,,,15: suggest,,,"1: Despite,2: our,3: long-standing,4: disagreement,",,,,"1: Despite,2: our,3: long-standing,4: disagreement,,8: argument,12: However,,13: can,14: I,15: suggest,16: you,26: when,27: doing,32: controversial?",,,,,,"1: Despite,3: long-standing,4: disagreement,,12: However,,19: less,20: opaque,21: edit,22: summary",,,,"1: Despite,2: our,3: long-standing,4: disagreement,,5: I,6: have,7: no,8: argument,13: can,14: I,15: suggest,16: you",,,,"1: Despite,3: long-standing,4: disagreement,,13: can,14: I,15: suggest,31: nonetheless",,,,,,"13: can,14: I",,,,,"13: can,14: I,15: suggest",,,"1: Despite,5: I,6: have,7: no,8: argument,9: with,10: you,12: However,,13: can,14: I,15: suggest",,,,,,"1: Despite,5: I,6: have,7: no,8: argument,9: with,10: you,11: <url>.,13: can,14: I,15: suggest,16: you"
Wikipedia,29,629,626004,"Well, that was an example as I am adding Infobox Historical American Political Party infobox to all those historical parties in <url> for which I was previously using the regular Infobox American Political Party until I found the Historical version in <url>. So if I wish to continue, I will have to assign colors and shortname to all of them if not already done (like Anti-Masonic Party) right?",Rating,-2,,,,2,,,,,-6,,,0,,,,0,,,,,,-1,,,,9,,,,-1,,,,,,5,,,,,1,,,2,,,,,,-2
Wikipedia,29,629,626004,"Well, that was an example as I am adding Infobox Historical American Political Party infobox to all those historical parties in <url> for which I was previously using the regular Infobox American Political Party until I found the Historical version in <url>. So if I wish to continue, I will have to assign colors and shortname to all of them if not already done (like Anti-Masonic Party) right?",Highlight,68: right?,,,,"1: Well,,46: wish,68: right?",,,,,"1: Well,,44: if,45: I,46: wish",,,68: right?,,,,"1: Well,,43: So,49: I,50: will,51: have,52: to,68: right?",,,,,,"6: as,7: I,8: am,44: if,45: I,46: wish,47: to,48: continue,,49: I,50: will,51: have,52: to",,,,"43: So,44: if,45: I,46: wish,47: to,48: continue,,49: I,50: will",,,,"1: Well,,35: until,58: all,68: right?",,,,,,"44: if,45: I,46: wish",,,,,"46: wish,50: will",,,"43: So,44: if,45: I,46: wish,47: to,48: continue,",,,,,,"1: Well,,43: So,44: if,45: I,46: wish,47: to,48: continue,,49: I,50: will,51: have,52: to,68: right?"
Wikipedia,30,630,170028,An Request for Comment on the spelling of Spitsbergen (or is it ''Spitzbergen'') is currently taking place <url>. Possibly worth mentioning in the Signpost?,Rating,-2,,,,8,,,,,3,,,0,,,,3,,,,,,1,,,,4,,,,0,,,,,,4,,,,,0,,,2,,,,,,6
Wikipedia,30,630,170028,An Request for Comment on the spelling of Spitsbergen (or is it ''Spitzbergen'') is currently taking place <url>. Possibly worth mentioning in the Signpost?,Highlight,"19: Possibly,20: worth",,,,"10: (or,11: is,12: it,19: Possibly,20: worth,21: mentioning",,,,,19: Possibly,,,"19: Possibly,20: worth,21: mentioning,22: in,23: the,24: Signpost?",,,,"1: An,2: Request,3: for,4: Comment,19: Possibly",,,,,,19: Possibly,,,,"19: Possibly,20: worth,21: mentioning",,,,"19: Possibly,20: worth",,,,,,19: Possibly,,,,,"19: Possibly,20: worth",,,"19: Possibly,20: worth,21: mentioning",,,,,,"19: Possibly,20: worth,21: mentioning"
Wikipedia,31,631,330396,"I saw you assess this with a <name>, What am I missing?",Rating,-5,,,,0,,,,0,,,0,,,0,,,,,4,,,,,,,,,,,,,-1,,-1,,,,0,,3,,,,,,,,,-1,-3
Wikipedia,31,631,330396,"I saw you assess this with a <name>, What am I missing?",Highlight,"2: saw,3: you,9: What,10: am,11: I,12: missing?",,,,"4: assess,9: What,10: am,11: I",,,,"9: What,10: am,11: I,12: missing?",,,"9: What,10: am,11: I,12: missing?",,,4: assess,,,,,"2: saw,3: you,4: assess",,,,,,,,,,,,,"9: What,10: am,11: I,12: missing?",,"2: saw,9: What,10: am,11: I,12: missing?",,,,"1: I,2: saw,3: you",,"9: What,10: am,11: I,12: missing?",,,,,,,,,"1: I,2: saw,3: you,10: am,11: I,12: missing?","1: I,2: saw,3: you,9: What,10: am,11: I,12: missing?"
Wikipedia,32,632,548138,"Of that <url> I just went down and overhauled, you and two <url> <url> were the only (active) Texans I could imagine being interested in getting the ball for a <url> rolling. Interested?",Rating,0,,,,,,,,2,,,-1,,,0,,,,,6,,,,,,,,,,,,,-1,,-4,,,,4,,-3,,,,,,,,,-3,0
Wikipedia,32,632,548138,"Of that <url> I just went down and overhauled, you and two <url> <url> were the only (active) Texans I could imagine being interested in getting the ball for a <url> rolling. Interested?",Highlight,"17: only,21: could,22: imagine,23: being,24: interested,33: Interested?",,,,"13: <url>,14: <url>",,,,"24: interested,25: in",,,"19: Texans,20: I,21: could,22: imagine,33: Interested?",,,"3: <url>,13: <url>,14: <url>,31: <url>",,,,,"5: just,6: went,7: down,8: and,9: overhauled,",,,,,,,,,,,,,"10: you,11: and,12: two,15: were,16: the,17: only,33: Interested?",,33: Interested?,,,,"20: I,21: could,22: imagine,23: being,24: interested,33: Interested?",,"17: only,33: Interested?",,,,,,,,,"17: only,18: (active),19: Texans,20: I,21: could,22: imagine,26: getting,27: the,28: ball","20: I,21: could,22: imagine,33: Interested?"
Wikipedia,33,633,511283,There's a lot of unfilled requests to become a verified user at WP:OP. Could you possibly look through them?,Rating,4,,,,2,,,,4,,,2,,,-1,,,,,6,,,,,,,,,,,,,2,,-2,,,,6,,6,,,,,,,,,7,-2
Wikipedia,33,633,511283,There's a lot of unfilled requests to become a verified user at WP:OP. Could you possibly look through them?,Highlight,"14: Could,16: possibly",,,,"14: Could,16: possibly",,,,"14: Could,15: you,16: possibly,17: look",,,"14: Could,15: you,16: possibly,17: look,18: through",,,"14: Could,16: possibly",,,,,"1: There's,2: a,3: lot,4: of,5: unfilled",,,,,,,,,,,,,"14: Could,15: you,16: possibly",,16: possibly,,,,"14: Could,15: you,16: possibly",,"2: a,3: lot,14: Could",,,,,,,,,"14: Could,15: you,16: possibly","14: Could,15: you,16: possibly"
Wikipedia,34,634,620932,"This article was recently submitted for <url> but it appears to be missing a reference to ""James"". Could you fix that please?",Rating,2,,,,8,,,,3,,,1,,,0,,,,,4,,,,,,,,,,,,,3,,5,,,,9,,4,,,,,,,,,7,-4
Wikipedia,34,634,620932,"This article was recently submitted for <url> but it appears to be missing a reference to ""James"". Could you fix that please?",Highlight,22: please?,,,,"18: Could,19: you,20: fix",,,,"18: Could,19: you,20: fix,21: that,22: please?",,,"9: it,10: appears,11: to,12: be,13: missing,22: please?",,,"18: Could,22: please?",,,,,"1: This,2: article,3: was,4: recently,5: submitted",,,,,,,,,,,,,"18: Could,19: you",,"18: Could,19: you,20: fix,21: that,22: please?",,,,22: please?,,"9: it,10: appears,11: to,18: Could,22: please?",,,,,,,,,"10: appears,18: Could,19: you,20: fix,22: please?","9: it,10: appears,11: to,12: be,18: Could,19: you,20: fix,21: that,22: please?"
Wikipedia,35,635,471305,<url> is basically ready for Featured Article candidates pending some copy edits. Could you take a look to see if anything additional needs to be done?,Rating,7,,,,5,,,,2,,,2,,,1,,,,,5,,,,,,,,,,,,,3,,2,,,,12,,4,,,,,,,,,6,-3
Wikipedia,35,635,471305,<url> is basically ready for Featured Article candidates pending some copy edits. Could you take a look to see if anything additional needs to be done?,Highlight,"13: Could,15: take,17: look,19: see",,,,"13: Could,14: you",,,,"13: Could,14: you,15: take,16: a,17: look",,,"13: Could,14: you,15: take,16: a,17: look",,,13: Could,,,,,"2: is,3: basically,4: ready,5: for,6: Featured,7: Article,8: candidates,9: pending,10: some,11: copy,12: edits.",,,,,,,,,,,,,"13: Could,14: you,15: take,20: if",,"13: Could,14: you,15: take,16: a,17: look,18: to,19: see,20: if,21: anything,22: additional,23: needs,24: to,25: be,26: done?",,,,"13: Could,15: take,16: a,17: look",,"3: basically,22: additional",,,,,,,,,"13: Could,14: you,19: see,20: if,22: additional","13: Could,14: you,15: take,16: a,17: look"
Wikipedia,36,636,112808,Hey. I'm proposing a <url> - would you be interested in coming along?,Rating,2,,,,8,,,,3,,,1,,,-2,,,,,-7,,,,,,,,,,,,,2,,5,,,,0,,-3,,,,,,,,,4,5
Wikipedia,36,636,112808,Hey. I'm proposing a <url> - would you be interested in coming along?,Highlight,"12: coming,13: along?",,,,"1: Hey.,7: would,8: you,10: interested",,,,"7: would,8: you,9: be,10: interested",,,"7: would,8: you,9: be,10: interested,11: in,12: coming,13: along?",,,1: Hey.,,,,,"1: Hey.,2: I'm,3: proposing",,,,,,,,,,,,,"7: would,8: you,9: be,10: interested",,"7: would,8: you,9: be,10: interested,11: in,12: coming,13: along?",,,,"1: Hey.,6: -",,1: Hey.,,,,,,,,,"1: Hey.,7: would,8: you,9: be,10: interested","1: Hey.,7: would,8: you,9: be,10: interested"
Wikipedia,37,637,52605,I don't understand why did you add that message at the bottom of this page??,Rating,-6,,,,-6,,,,-2,,,-1,,,-5,,,,,3,,,,,,,,,,,,,-1,,-4,,,,0,,-11,,,,,,,,,-7,-10
Wikipedia,37,637,52605,I don't understand why did you add that message at the bottom of this page??,Highlight,15: page??,,,,15: page??,,,,15: page??,,,"1: I,2: don't,3: understand,4: why,5: did,6: you,7: add,8: that,9: message",,,"2: don't,15: page??",,,,,"1: I,2: don't,3: understand",,,,,,,,,,,,,4: why,,15: page??,,,,15: page??,,"2: don't,3: understand",,,,,,,,,"4: why,5: did,6: you,15: page??","1: I,2: don't,3: understand,4: why,5: did,6: you,15: page??"
Wikipedia,38,638,461537,"In conclusion, I'm split. What do you think?",Rating,-1,,,,2,,,,2,,,0,,,1,,,,,4,,,,,,,,,,,,,-2,,,,,,-3,,-3,,,,,,,,,1,0
Wikipedia,38,638,461537,"In conclusion, I'm split. What do you think?",Highlight,"3: I'm,4: split.",,,,"3: I'm,7: you",,,,"5: What,6: do",,,"1: In,2: conclusion,,3: I'm,4: split.",,,"5: What,8: think?",,,,,"1: In,2: conclusion,,3: I'm,4: split.",,,,,,,,,,,,,"3: I'm,4: split.,5: What,6: do,7: you,8: think?",,4: split.,,,,"3: I'm,4: split.",,"5: What,6: do,7: you,8: think?",,,,,,,,,"5: What,6: do,7: you,8: think?","5: What,6: do,7: you,8: think?"
Wikipedia,39,639,469915,The above username has been indefinitely banned as a phishing account. Now why would they want my login details...?,Rating,-2,,,,-4,,,,-3,,,-1,,,2,,,,,5,,,,,,,,,,,,,0,,-1,,,,0,,-3,,,,,,,,,0,2
Wikipedia,39,639,469915,The above username has been indefinitely banned as a phishing account. Now why would they want my login details...?,Highlight,"12: Now,13: why",,,,"12: Now,13: why,19: details...?",,,,"12: Now,13: why,14: would,15: they",,,19: details...?,,,"12: Now,13: why,14: would,19: details...?",,,,,"1: The,2: above,3: username,4: has,5: been",,,,,,,,,,,,,"13: why,14: would,15: they",,"12: Now,13: why,14: would,15: they,16: want,17: my,18: login,19: details...?",,,,19: details...?,,"12: Now,13: why",,,,,,,,,"12: Now,13: why,14: would,15: they","13: why,14: would,15: they,16: want"
Wikipedia,40,640,621292,Thanks for identifying it as self created. What license do you release it under?,Rating,3,,,,1,,,,5,,,0,,,0,,,,,5,,,,,,,,,,,,,0,,3,,,,0,,11,,,,,,,,,1,-2
Wikipedia,40,640,621292,Thanks for identifying it as self created. What license do you release it under?,Highlight,1: Thanks,,,,1: Thanks,,,,1: Thanks,,,"8: What,9: license,10: do,11: you,12: release,13: it,14: under?",,,1: Thanks,,,,,"4: it,5: as,6: self,7: created.",,,,,,,,,,,,,"1: Thanks,2: for",,1: Thanks,,,,1: Thanks,,1: Thanks,,,,,,,,,1: Thanks,"1: Thanks,8: What,9: license,10: do,11: you,12: release,13: it,14: under?"
Wikipedia,41,641,351597,"Can you explain what you mean by ''""Randi, paranormal, Larry King etc. are all redundant redundant""''?",Rating,4,,,1,,-1,,,,,,,,0,,,,-1,,,,,12,,,,,,-3,,-1,,,,,,,,0,,,,,0,,,,,-8,0,-8
Wikipedia,41,641,351597,"Can you explain what you mean by ''""Randi, paranormal, Larry King etc. are all redundant redundant""''?",Highlight,"1: Can,3: explain,6: mean",,,"1: Can,2: you,3: explain",,"6: mean,7: by,8: ''""Randi,,9: paranormal,,10: Larry,11: King,12: etc.,13: are,14: all,15: redundant,16: redundant""''?",,,,,,,,"1: Can,2: you,3: explain,4: what,5: you,6: mean",,,,3: explain,,,,,"1: Can,2: you,3: explain,4: what,5: you,6: mean",,,,,,1: Can,,"1: Can,2: you,3: explain,4: what,5: you,6: mean",,,,,,,,1: Can,,,,,"5: you,6: mean",,,,,"1: Can,2: you,3: explain,13: are,14: all,15: redundant,16: redundant""''?",1: Can,"1: Can,2: you,3: explain,4: what,5: you,6: mean"
Wikipedia,42,642,620521,"Hi <name>, Since several reviews have been done, can you review the version from the same date? 1 July 2010?",Rating,-1,,,0,,-2,,,,,,,,-3,,,,0,,,,,12,,,,,,1,,0,,,,,,,,0,,,,,1,,,,,-6,0,-8
Wikipedia,42,642,620521,"Hi <name>, Since several reviews have been done, can you review the version from the same date? 1 July 2010?",Highlight,"18: 1,19: July,20: 2010?",,,"1: Hi,3: Since,6: have,7: been,8: done,,9: can,10: you",,"3: Since,4: several,5: reviews,6: have,7: been,8: done,,9: can,10: you,11: review,12: the,13: version,14: from",,,,,,,,"3: Since,4: several,5: reviews,6: have,7: been,8: done,",,,,11: review,,,,,"1: Hi,2: <name>,,9: can,10: you,11: review",,,,,,"1: Hi,2: <name>,,9: can,10: you",,"9: can,10: you",,,,,,,,"1: Hi,9: can",,,,,9: can,,,,,"9: can,10: you","1: Hi,9: can","1: Hi,2: <name>,,9: can,10: you,11: review,12: the,13: version"
Wikipedia,43,643,622232,"Okay, fair enough. But if they're necessary, could we find a less complex and eyeglazing ''name'' for them?",Rating,-3,,,-2,,-3,,,,,,,,-8,,,,-3,,,,,12,,,,,,0,,0,,,,,,,,0,,,,,1,,,,,3,-5,-9
Wikipedia,43,643,622232,"Okay, fair enough. But if they're necessary, could we find a less complex and eyeglazing ''name'' for them?",Highlight,"2: fair,3: enough.,16: ''name''",,,"1: Okay,,2: fair,3: enough.,4: But,8: could,9: we",,"2: fair,3: enough.,4: But,5: if,6: they're,7: necessary,,8: could,9: we,10: find,11: a,12: less,13: complex,14: and,15: eyeglazing",,,,,,,,"1: Okay,,2: fair,3: enough.,4: But,5: if,6: they're,7: necessary,",,,,"7: necessary,",,,,,"1: Okay,,2: fair,3: enough.,8: could,9: we,10: find",,,,,,"1: Okay,,2: fair,3: enough.,8: could,9: we,10: find",,"1: Okay,,2: fair,3: enough.,4: But,5: if,6: they're,7: necessary,",,,,,,,,"1: Okay,",,,,,"1: Okay,,2: fair,3: enough.",,,,,"8: could,9: we,10: find","2: fair,3: enough.","1: Okay,,2: fair,3: enough.,8: could,9: we,10: find"
Wikipedia,44,644,606020,You haven't contributed in over 10 days now. You alright?,Rating,-9,,,2,,0,,,,,,,,-3,,,,-4,,,,,-5,,,,,,-9,,-1,,,,,,,,-3,,,,,-3,,,,,-7,4,-12
Wikipedia,44,644,606020,You haven't contributed in over 10 days now. You alright?,Highlight,"9: You,10: alright?",,,"9: You,10: alright?",,"9: You,10: alright?",,,,,,,,"1: You,2: haven't,3: contributed,9: You,10: alright?",,,,2: haven't,,,,,"1: You,2: haven't,3: contributed",,,,,,"2: haven't,3: contributed",,"5: over,9: You,10: alright?",,,,,,,,"9: You,10: alright?",,,,,"9: You,10: alright?",,,,,"1: You,2: haven't,9: You,10: alright?","6: 10,7: days,10: alright?","1: You,2: haven't,3: contributed,9: You,10: alright?"
Wikipedia,45,645,157940,What is the source of this image? and why do you think it's PD?,Rating,0,,,-2,,-8,,,,,,,,0,,,,-1,,,,,1,,,,,,0,,-1,,,,,,,,-3,,,,,0,,,,,-7,-1,-6
Wikipedia,45,645,157940,What is the source of this image? and why do you think it's PD?,Highlight,"9: why,10: do,11: you,12: think",,,"1: What,9: why,10: do,11: you,12: think",,8: and,,,,,,,,"1: What,2: is,3: the,9: why,10: do,11: you,12: think",,,,12: think,,,,,"9: why,10: do,11: you,12: think",,,,,,"1: What,9: why",,"1: What,2: is,3: the,8: and,9: why",,,,,,,,"8: and,9: why",,,,,9: why,,,,,"9: why,10: do,11: you,12: think","1: What,7: image?,9: why,14: PD?","1: What,2: is,3: the,4: source,9: why,10: do,11: you,12: think"
Wikipedia,46,646,628846,"In fact you did link, and the user has archived the page and gotten rid of it. Do you know which section he should be looking for?",Rating,-6,,,2,,0,,,,,,,,-2,,,,1,,,,,6,,,,,,1,,-1,,,,,,,,0,,,,,1,,,,,-6,-2,-2
Wikipedia,46,646,628846,"In fact you did link, and the user has archived the page and gotten rid of it. Do you know which section he should be looking for?",Highlight,"1: In,2: fact,3: you,4: did",,,"1: In,2: fact,3: you,4: did,18: Do,19: you,20: know",,"5: link,,8: user,18: Do,19: you,20: know",,,,,,,,"1: In,2: fact,3: you,4: did,5: link,",,,,20: know,,,,,"2: fact,3: you,4: did",,,,,,"18: Do,19: you,20: know",,"1: In,2: fact,4: did,24: should,25: be",,,,,,,,18: Do,,,,,"14: gotten,15: rid",,,,,"1: In,2: fact,3: you,4: did,5: link,,18: Do,19: you,20: know","4: did,14: gotten,15: rid","1: In,2: fact,3: you,4: did,5: link,,18: Do,19: you,20: know"
Wikipedia,47,647,204605,"Can you respond to the comments I left on the S&M PR page please. If you are satisfied with the changes, can you tell me if it is qualifiable for FAN and if not for FAN, then for A class status?",Rating,6,,,-1,,-1,,,,,,,,-11,,,,0,,,,,12,,,,,,-2,,1,,,,,,,,1,,,,,1,,,,,-3,-1,-9
Wikipedia,47,647,204605,"Can you respond to the comments I left on the S&M PR page please. If you are satisfied with the changes, can you tell me if it is qualifiable for FAN and if not for FAN, then for A class status?",Highlight,"1: Can,15: If,22: can",,,"1: Can,2: you,3: respond,15: If,16: you,17: are,18: satisfied,22: can,23: you,24: tell,25: me",,"3: respond,4: to,5: the,6: comments,7: I,8: left,9: on,10: the,11: S&M,12: PR,13: page,14: please.,15: If,16: you,17: are,18: satisfied,19: with",,,,,,,,"1: Can,2: you,3: respond,22: can,23: you,24: tell,25: me,26: if",,,,15: If,,,,,"1: Can,2: you,14: please.,15: If,16: you,17: are,18: satisfied,22: can,23: you,24: tell,25: me",,,,,,"1: Can,2: you",,"1: Can,14: please.,22: can,23: you,24: tell,25: me",,,,,,,,1: Can,,,,,"1: Can,18: satisfied",,,,,"1: Can,2: you,22: can,23: you","1: Can,2: you,3: respond,14: please.,22: can,23: you,24: tell,25: me","1: Can,2: you,3: respond,22: can,23: you,24: tell,25: me"
Wikipedia,48,648,376038,Could possibly be. Have you tagged any of the non-free images for review?,Rating,-6,,,2,,0,,,,,,,,0,,,,0,,,,,0,,,,,,3,,0,,,,,,,,2,,,,,1,,,,,-3,0,1
Wikipedia,48,648,376038,Could possibly be. Have you tagged any of the non-free images for review?,Highlight,"1: Could,2: possibly,3: be.",,,"1: Could,2: possibly,3: be.,4: Have,5: you",,"3: be.,4: Have,5: you",,,,,,,,"1: Could,2: possibly,3: be.,4: Have,5: you,6: tagged",,,,4: Have,,,,,"2: possibly,3: be.,4: Have,5: you",,,,,,"1: Could,2: possibly",,"1: Could,2: possibly",,,,,,,,1: Could,,,,,4: Have,,,,,"4: Have,5: you","1: Could,2: possibly,4: Have,5: you","1: Could,2: possibly,3: be.,4: Have,5: you"
Wikipedia,49,649,57748,How are recognizing and not recognising defined in this context? The country has explicitly and officially stated that they do or do not recognise the State of Palestine?,Rating,2,,,-2,,-1,,,,,,,,0,,,,-3,,,,,-6,,,,,,0,,0,,,,,,,,2,,,,,0,,,,,0,0,0
Wikipedia,49,649,57748,How are recognizing and not recognising defined in this context? The country has explicitly and officially stated that they do or do not recognise the State of Palestine?,Highlight,"1: How,14: explicitly,16: officially,17: stated",,,"1: How,3: recognizing,4: and,5: not,6: recognising,13: has,14: explicitly,15: and,16: officially,19: they,20: do,21: or,22: do,23: not",,"12: country,13: has,14: explicitly,15: and,16: officially,17: stated,18: that,19: they,20: do,21: or,22: do,23: not,24: recognise,25: the",,,,,,,,"1: How,2: are,3: recognizing,14: explicitly,16: officially",,,,3: recognizing,,,,,"1: How,2: are,14: explicitly,16: officially",,,,,,"1: How,2: are,3: recognizing",,"14: explicitly,15: and,16: officially",,,,,,,,"20: do,21: or,22: do,23: not",,,,,"1: How,7: defined",,,,,"1: How,2: are","1: How,2: are","1: How,2: are,3: recognizing,4: and,5: not,6: recognising,7: defined,8: in,9: this,10: context?"
