Community,,Num,Id,Request,Type,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,EN_32,EN_33,EN_34,EN_35,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,CH_24,CH_25,CH_26,CH_27,CH_28,CH_29,CH_30,CH_31,CH_32,CH_33
Wikipedia,17,317,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism. Can you cite any scholars or experts who support your thesis?,Highlight,,3: hardly,,,3: hardly,,,"3: hardly,10: Can,11: you,12: cite,13: any",,,3: hardly,,,,"1: Oosterman,2: is,3: hardly,10: Can,11: you",,"2: is,3: hardly,10: Can,11: you,12: cite,13: any,14: scholars,15: or,16: experts,17: who,18: support,19: your,20: thesis?",,,"3: hardly,4: the,5: world's,6: foremost,7: expert,10: Can,11: you,12: cite,13: any",,,3: hardly,,10: Can,,,,"10: Can,11: you",,,"3: hardly,10: Can,11: you,12: cite,13: any,14: scholars,15: or,16: experts",,,,,,"2: is,3: hardly",,"10: Can,11: you,12: cite",,,"3: hardly,10: Can,11: you,12: cite",,,,"10: Can,11: you,12: cite",,,,,,,"10: Can,11: you","10: Can,11: you,12: cite",,,10: Can,,"10: Can,11: you,12: cite",,,,"10: Can,11: you",,,,"10: Can,11: you,12: cite"
Wikipedia,18,318,123039,"When creating <url>, I also had to create <url>, <url> and <url>. I was wondering if you could populate them?",Rating,,2,,,4,,,6,,,8,,,,2,,10,,,5,,,1,,6,,,,5,,,3,,,,,,2,,7,,,10,,,,5,,,,,,,2,2,,,7,,8,,,,2,,,,12
Wikipedia,18,318,123039,"When creating <url>, I also had to create <url>, <url> and <url>. I was wondering if you could populate them?",Highlight,,"15: wondering,18: could",,,"13: I,14: was,15: wondering,16: if,17: you",,,"13: I,14: was,15: wondering",,,"13: I,14: was,15: wondering,16: if",,,,"13: I,14: was,15: wondering,16: if",,"13: I,14: was,15: wondering,16: if,17: you,18: could,19: populate,20: them?",,,"13: I,14: was,15: wondering",,,15: wondering,,15: wondering,,,,"15: wondering,16: if,17: you,18: could",,,"14: was,15: wondering",,,,,,"14: was,15: wondering,16: if",,15: wondering,,,"13: I,14: was,15: wondering",,,,"14: was,15: wondering,16: if",,,,,,,"14: was,15: wondering","13: I,14: was,15: wondering,16: if,17: you,18: could",,,"13: I,14: was,15: wondering,16: if,18: could",,"13: I,14: was,15: wondering",,,,"16: if,17: you,18: could",,,,"13: I,14: was,15: wondering,16: if,18: could"
Wikipedia,19,319,194790,You recently attached a <nowiki><person></nowiki> tag to an article about an Azeri poet. May I ask why?,Rating,,6,,,1,,,3,,,9,,,,-1,,9,,,7,,,0,,6,,,,1,,,2,,,,,,3,,8,,,10,,,,10,,,,,,,2,1,,,11,,4,,,,1,,,,11
Wikipedia,19,319,194790,You recently attached a <nowiki><person></nowiki> tag to an article about an Azeri poet. May I ask why?,Highlight,,"14: May,15: I,16: ask,17: why?",,,14: May,,,"1: You,14: May,15: I,16: ask,17: why?",,,"14: May,15: I,16: ask,17: why?",,,,"14: May,15: I,16: ask,17: why?",,"14: May,15: I,16: ask,17: why?",,,"14: May,15: I,16: ask,17: why?",,,14: May,,14: May,,,,"14: May,15: I",,,"14: May,15: I",,,,,,"14: May,15: I,16: ask",,"14: May,15: I,16: ask,17: why?",,,"14: May,15: I,16: ask,17: why?",,,,"14: May,15: I",,,,,,,"14: May,15: I,16: ask","14: May,15: I,16: ask,17: why?",,,"14: May,15: I",,"14: May,15: I,16: ask,17: why?",,,,"14: May,15: I",,,,"14: May,15: I"
Wikipedia,20,320,333023,You may want to look at the nomination. What did you intend to do?,Rating,,2,,,1,,,3,,,4,,,,-2,,4,,,3,,,-1,,-3,,,,-1,,,-3,,,,,,0,,8,,,9,,,,1,,,,,,,3,3,,,-5,,-2,,,,-4,,,,0
Wikipedia,20,320,333023,You may want to look at the nomination. What did you intend to do?,Highlight,,"2: may,9: What,10: did",,,2:00 AM,,,"1: You,2: may,3: want,9: What",,,"1: You,2: may,3: want,4: to,5: look,6: at,7: the,8: nomination.",,,,"1: You,2: may,3: want,4: to,11: you,12: intend",,"2: may,3: want,4: to,5: look,9: What,10: did,11: you,12: intend,13: to,14: do?",,,"9: What,10: did,11: you,12: intend",,,12: intend,,"9: What,10: did,11: you,12: intend",,,,"1: You,2: may,3: want",,,"9: What,10: did,11: you,12: intend,13: to,14: do?",,,,,,"9: What,10: did,11: you,12: intend,13: to,14: do?",,"9: What,10: did,11: you",,,"1: You,2: may,3: want,9: What,10: did,11: you,12: intend",,,,"2: may,12: intend",,,,,,,"1: You,2: may","1: You,2: may",,,"9: What,10: did,11: you,12: intend",,"9: What,10: did,11: you,12: intend",,,,"9: What,10: did,11: you,12: intend,13: to,14: do?",,,,"9: What,10: did,12: intend"
Wikipedia,21,321,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me. Do you have a reference for this?,Rating,,,-5,,-5,,,-3,,,,,-4,,,,,-3,,,,4,,,,1,,,0,,,-7,,,-7,,,,0,3,,,-12,,,,,-2,,,,,0,,,,3,,,-3,,,-1,,,,0,
Wikipedia,21,321,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me. Do you have a reference for this?,Highlight,,,16: outlandish,,16: outlandish,,,"1: The,2: notion,3: that,15: seems,16: outlandish,17: to,18: me.,19: Do,20: you,21: have,22: a,23: reference,24: for,25: this?",,,,,"1: The,2: notion,3: that,15: seems,16: outlandish,17: to,18: me.,19: Do,20: you,21: have",,,,,"16: outlandish,17: to,18: me.",,,,"19: Do,20: you,21: have,22: a",,,,"19: Do,20: you,21: have,22: a,23: reference",,,"16: outlandish,19: Do,20: you,21: have,23: reference",,,16: outlandish,,,"1: The,2: notion,16: outlandish,17: to,18: me.",,,,"16: outlandish,19: Do,20: you,21: have","19: Do,20: you,21: have,22: a",,,"16: outlandish,19: Do,20: you,21: have,22: a,23: reference,24: for,25: this?",,,,,"15: seems,16: outlandish,19: Do,20: you,21: have",,,,,23: reference,,,,"15: seems,16: outlandish,17: to,18: me.,19: Do,20: you",,,"15: seems,16: outlandish,17: to,18: me.",,,"19: Do,20: you",,,,19: Do,
Wikipedia,22,322,569261,I have applied to become an admin but no one has voted? Why is this?,Rating,,,2,,0,,,-4,,,,,-2,,,,,6,,,,-2,,,,-1,,,1,,,-4,,,-6,,,,-1,4,,,-10,,,,,-5,,,,,-5,,,,-6,,,-3,,,-2,,,,0,
Wikipedia,22,322,569261,I have applied to become an admin but no one has voted? Why is this?,Highlight,,,"13: Why,14: is,15: this?",,"13: Why,14: is,15: this?",,,"8: but,9: no,10: one,11: has,12: voted?,13: Why,14: is,15: this?",,,,,"9: no,10: one,11: has,12: voted?,13: Why,14: is,15: this?",,,,,"13: Why,14: is,15: this?",,,,"8: but,9: no,10: one,13: Why,14: is,15: this?",,,,"13: Why,14: is,15: this?",,,"12: voted?,13: Why",,,"9: no,10: one,11: has,12: voted?,13: Why,14: is,15: this?",,,"8: but,9: no,10: one,11: has,12: voted?,13: Why,14: is,15: this?",,,,"8: but,9: no,10: one,11: has,12: voted?","8: but,9: no,10: one,11: has",,,"13: Why,14: is,15: this?",,,,,"13: Why,14: is,15: this?",,,,,"13: Why,14: is,15: this?",,,,"9: no,10: one,11: has,12: voted?,13: Why,14: is,15: this?",,,"13: Why,14: is,15: this?",,,"13: Why,14: is,15: this?",,,,13: Why,
Wikipedia,23,323,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using. What is the next step - doing an official call for opinions?",Rating,,,2,,-9,,,4,,,,,3,,,,,-10,,,,6,,,,0,,,8,,,-10,,,0,,,,2,7,,,12,,,,,2,,,,,0,,,,8,,,0,,,1,,,,3,
Wikipedia,23,323,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using. What is the next step - doing an official call for opinions?",Highlight,,,1: Thank,,"1: Thank,2: you,3: for,4: coming,5: in,,6: reading,7: what,8: is,9: there,,10: and,11: saying,12: what,13: I,14: mean,15: in,16: terms,17: better,18: than,19: what,20: I'm,21: using.,22: What,23: is,24: the,25: next,26: step,27: -,28: doing,29: an,30: official,31: call,32: for,33: opinions?",,,"1: Thank,2: you,17: better,18: than,19: what,20: I'm,21: using.,22: What,23: is,24: the,25: next,26: step",,,,,"1: Thank,2: you,22: What,23: is,24: the,25: next,26: step",,,,,"11: saying,12: what,13: I,14: mean,15: in,16: terms,17: better,18: than,19: what,20: I'm,21: using.,28: doing,29: an,30: official,31: call,32: for,33: opinions?",,,,"22: What,23: is,24: the,25: next,26: step,27: -",,,,"22: What,23: is,24: the,25: next,26: step,27: -,28: doing,29: an,30: official,31: call,32: for,33: opinions?",,,"1: Thank,2: you",,,"22: What,23: is,24: the,25: next,26: step,27: -,28: doing,29: an,30: official,31: call,32: for,33: opinions?",,,"1: Thank,2: you,3: for,4: coming,5: in,,22: What,23: is,24: the,25: next,26: step,27: -,28: doing,29: an,30: official,31: call,32: for,33: opinions?",,,,"1: Thank,2: you,3: for","22: What,23: is,24: the,25: next,26: step",,,"1: Thank,2: you,3: for,4: coming,5: in,",,,,,"1: Thank,2: you,3: for,4: coming,22: What,23: is,24: the,25: next,26: step",,,,,22: What,,,,"1: Thank,2: you,3: for,17: better,18: than,19: what,20: I'm,21: using.",,,"1: Thank,2: you,3: for,4: coming,5: in,",,,"1: Thank,2: you",,,,"1: Thank,2: you",
Wikipedia,24,324,391212,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary. Can you up-date the link?",Rating,,,-1,,2,,,8,,,,,2,,,,,9,,,,-1,,,,-2,,,4,,,1,,,0,,,,2,4,,,7,,,,,2,,,,,0,,,,2,,,0,,,0,,,,3,
Wikipedia,24,324,391212,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary. Can you up-date the link?",Highlight,,,"22: Can,23: you,24: up-date,25: the,26: link?",,22: Can,,,"12: which,13: I,14: believe,15: you,16: added,,22: Can,23: you",,,,,"12: which,13: I,14: believe,15: you,16: added,,22: Can,23: you,24: up-date,25: the,26: link?",,,,,"22: Can,23: you,24: up-date,25: the,26: link?",,,,"22: Can,23: you,24: up-date,25: the,26: link?",,,,"22: Can,23: you,24: up-date,25: the,26: link?",,,"22: Can,23: you",,,"22: Can,23: you",,,"22: Can,23: you,24: up-date,25: the,26: link?",,,,"13: I,14: believe,15: you,16: added,,22: Can,23: you","22: Can,23: you,24: up-date,25: the,26: link?",,,"17: no,18: longer",,,,,"22: Can,23: you",,,,,24: up-date,,,,"12: which,13: I,14: believe",,,"22: Can,23: you,24: up-date,25: the,26: link?",,,"22: Can,23: you",,,,"14: believe,15: you,17: no,18: longer,22: Can",
Wikipedia,25,325,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",Rating,,,3,,,,,,,,,,3,,,,,0,,,,7,,,,1,,,3,,,5,,,0,,,,2,-4,,,,,,,,2,,,,,0,,,,0,,,0,,,0,,,,0,
Wikipedia,25,325,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",Highlight,,,"20: is,21: about,22: the,23: labor,24: dispute/takeover,,25: etc.,26: than,27: the,28: company,29: itself?",,"1: Do,2: you,3: have,4: any,5: thoughts,6: on,7: renaming,8: the,9: page,10: to,11: reflect,12: that,13: the,14: notability,15: (and,16: most,17: of,18: the,19: content),20: is,21: about,22: the,23: labor,24: dispute/takeover,,25: etc.,26: than,27: the,28: company,29: itself?",,,"1: Do,2: you,3: have,4: any,5: thoughts",,,,,"1: Do,2: you,3: have,4: any,5: thoughts",,,,,"7: renaming,8: the,9: page",,,,"1: Do,2: you,3: have,4: any,5: thoughts",,,,"1: Do,2: you,3: have,4: any,5: thoughts,6: on,7: renaming,8: the,9: page,10: to,11: reflect,12: that,13: the,14: notability,15: (and,16: most,17: of,18: the,19: content),20: is,21: about,22: the,23: labor,24: dispute/takeover,,25: etc.,26: than,27: the,28: company,29: itself?",,,"4: any,5: thoughts,15: (and,16: most,17: of,18: the,19: content)",,,"4: any,5: thoughts",,,"1: Do,2: you,3: have,4: any,5: thoughts",,,,"1: Do,2: you,3: have,4: any,5: thoughts","1: Do,2: you,3: have,4: any,5: thoughts",,,"1: Do,2: you,3: have,4: any,5: thoughts",,,,,"1: Do,2: you,3: have,4: any,5: thoughts",,,,,5: thoughts,,,,"1: Do,2: you,3: have,4: any,5: thoughts",,,"1: Do,2: you,3: have,4: any,5: thoughts,6: on",,,1: Do,,,,"1: Do,2: you,3: have,4: any",
Wikipedia,26,326,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,Rating,,,3,,5,,,0,,,,,3,,,,,5,,,,9,,,,-2,,,1,,,5,,,0,,,,-3,-7,,,8,,,,,0,,,,,4,,,,6,,,3,,,3,,,,2,
Wikipedia,26,326,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,Highlight,,,"24: happy,25: with,26: my,27: changes?",,"22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,"1: Since,2: you,3: already,4: had,8: I,9: cut,15: which,16: you,17: didn't,18: tell,19: much,20: else,21: about.,22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,,,"1: Since,2: you,3: already,4: had,8: I,9: cut,10: some,15: which,16: you,17: didn't,22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,,,"16: you,17: didn't,18: tell,19: much,20: else,21: about.",,,,"22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,,"22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,"2: you,3: already,16: you,17: didn't,18: tell,24: happy",,,"22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,"22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,,"22: Are,23: you,24: happy,25: with,26: my,27: changes?","15: which,16: you,17: didn't,18: tell,23: you,24: happy,25: with,26: my,27: changes?",,,"22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,,,"22: Are,23: you,24: happy",,,,,24: happy,,,,"22: Are,23: you,24: happy,25: with",,,"22: Are,23: you,24: happy,25: with,26: my,27: changes?",,,"22: Are,23: you,24: happy",,,,"22: Are,23: you,24: happy",
Wikipedia,27,327,563652,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",Rating,,,4,,3,,,3,,,,,1,,,,,3,,,,7,,,,0,,,7,,,3,,,0,,,,2,12,,,10,,,,,2,,,,,0,,,,-2,,,2,,,0,,,,0,
Wikipedia,27,327,563652,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",Highlight,,,"14: What,15: do,16: you,17: think,18: so,19: far?",,"14: What,15: do,16: you,17: think,18: so,19: far?",,,"1: Hi,2: GW..,14: What,15: do,16: you,17: think,18: so,19: far?",,,,,"9: so,10: I,11: made,14: What,15: do,16: you,17: think,18: so,19: far?",,,,,"6: bit,7: bored,8: today,",,,,"14: What,15: do,16: you,17: think,18: so,19: far?",,,,"1: Hi,2: GW..,3: I,4: was,5: a,6: bit,7: bored,8: today,,9: so,10: I,11: made,12: this:,13: <url>..,14: What,15: do,16: you,17: think,18: so,19: far?",,,"1: Hi,2: GW..,14: What,15: do,16: you,17: think",,,"14: What,15: do,16: you,17: think",,,"1: Hi,2: GW..,3: I,4: was,5: a,6: bit,7: bored,8: today,",,,,"14: What,15: do,16: you,17: think,18: so,19: far?","14: What,15: do,16: you,17: think,18: so,19: far?",,,"1: Hi,2: GW..,14: What,15: do,16: you,17: think,18: so,19: far?",,,,,"14: What,15: do,16: you,17: think",,,,,"7: bored,18: so,19: far?",,,,"1: Hi,2: GW..,5: a,6: bit,7: bored",,,"14: What,15: do,16: you,17: think,18: so,19: far?",,,"1: Hi,14: What,15: do,16: you",,,,"1: Hi,14: What,15: do,16: you,17: think",
Wikipedia,28,328,28354,<url> is fooling around with the Rubinstein and Horowitz articles again. Is there a way to get him banned?,Rating,,,0,,-2,,,-1,,,,,5,,,,,-4,,,,-5,,,,3,,,-2,,,0,,,-8,,,,0,6,,,-12,,,,,-3,,,,,0,,,,0,,,0,,,0,,,,-2,
Wikipedia,28,328,28354,<url> is fooling around with the Rubinstein and Horowitz articles again. Is there a way to get him banned?,Highlight,,,19: banned?,,19: banned?,,,"3: fooling,4: around,12: Is,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,,,"12: Is,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,,,"12: Is,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,,"3: fooling,4: around,12: Is,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,,"12: Is,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,"3: fooling,4: around,19: banned?",,,"12: Is,13: there,14: a,15: way",,,"12: Is,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,,"3: fooling,4: around,19: banned?","12: Is,13: there,14: a,15: way,16: to",,,"3: fooling,4: around,12: Is,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,,,"2: is,3: fooling,4: around,13: there,14: a,15: way,16: to,17: get,18: him,19: banned?",,,,,19: banned?,,,,"3: fooling,4: around",,,"12: Is,13: there,14: a,15: way",,,"12: Is,13: there",,,,"3: fooling,4: around,12: Is",
Wikipedia,29,329,618622,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",Rating,,,4,,3,,,-5,,,,,3,,,,,8,,,,7,,,,0,,,7,,,2,,,-1,,,,-1,8,,,5,,,,,0,,,,,-2,,,,3,,,-5,,,0,,,,-1,
Wikipedia,29,329,618622,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",Highlight,,,"14: for...,15: hm.",,"1: Okay,2: -,3: later,4: tonight,5: (I'm,6: a,7: bit,8: busy,9: right,10: now),,11: I'll,12: restore,13: them,14: for...,15: hm.",,,"2: -,5: (I'm,6: a,7: bit,8: busy,9: right,10: now),,14: for...,19: be,20: long,21: enough,22: for,23: you",,,,,"11: I'll,12: restore,13: them,16: Will,17: three,18: days,19: be,20: long,21: enough",,,,,"5: (I'm,6: a,7: bit,8: busy,9: right,10: now),,16: Will,17: three,18: days,19: be,20: long,21: enough,22: for,23: you,24: to,25: copy,26: the,27: information?",,,,"16: Will,17: three,18: days,19: be,20: long,21: enough",,,,"1: Okay,2: -,3: later,4: tonight,5: (I'm,6: a,7: bit,8: busy,9: right,10: now),,11: I'll,12: restore,13: them,14: for...,15: hm.",,,"1: Okay,14: for...,21: enough,22: for,23: you",,,"1: Okay,2: -,3: later,16: Will,17: three,18: days,19: be,20: long,21: enough",,,"5: (I'm,6: a,7: bit,8: busy,9: right,10: now),",,,,"20: long,21: enough","16: Will,17: three,18: days,19: be",,,"5: (I'm,6: a,7: bit,8: busy,9: right,10: now),,19: be,20: long,21: enough,22: for,23: you",,,,,"16: Will,17: three,18: days,19: be,20: long,21: enough",,,,,"20: long,21: enough",,,,"16: Will,17: three,18: days,19: be,20: long,21: enough",,,"1: Okay,15: hm.,16: Will,17: three,18: days,19: be,20: long,21: enough,22: for,23: you",,,"1: Okay,16: Will",,,,"1: Okay,3: later,4: tonight,15: hm.",
Wikipedia,30,330,625120,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",Rating,,,0,,0,,,-2,,,,,4,,,,,9,,,,4,,,,1,,,7,,,3,,,2,,,,0,2,,,2,,,,,0,,,,,0,,,,1,,,0,,,0,,,,-1,
Wikipedia,30,330,625120,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",Highlight,,,"15: If,16: not,,17: do",,"1: Hey,,2: if,3: you,4: took,5: this,6: picture,7: you,8: can,9: release,10: it,11: into,12: the,13: public,14: domain.,15: If,16: not,,17: do,18: you,19: know,20: who,21: took,22: it?",,,"1: Hey,,2: if,3: you,15: If,16: not,",,,,,"2: if,3: you,4: took,15: If,16: not,",,,,,"15: If,16: not,,17: do,18: you,19: know,20: who,21: took,22: it?",,,,"2: if,3: you,4: took,15: If,16: not,",,,,"1: Hey,,2: if,3: you,4: took,5: this,6: picture,7: you,8: can,9: release,10: it,11: into,12: the,13: public,14: domain.,15: If,16: not,,17: do,18: you,19: know,20: who,21: took,22: it?",,,"1: Hey,,2: if,3: you,15: If,16: not,",,,"17: do,18: you,19: know",,,"15: If,16: not,,17: do,18: you,19: know,20: who,21: took,22: it?",,,,"17: do,18: you,19: know,20: who,21: took,22: it?","17: do,18: you,19: know,20: who,21: took",,,"1: Hey,",,,,,"1: Hey,,2: if,3: you",,,,,19: know,,,,"1: Hey,,15: If,16: not,",,,"15: If,16: not,,17: do,18: you,19: know,20: who,21: took,22: it?",,,"1: Hey,,17: do,18: you",,,,"1: Hey,,15: If,16: not,,17: do,18: you,19: know",
Wikipedia,31,331,196624,I would like to create a few plots. Where can I access the geologic temperature record raw data?,Rating,4,,,,0,,-3,,,8,,,5,,,,0,,7,,-2,,,3,3,,,2,,,,,,,,,,2,,,,-2,11,,,,,6,,3,,1,,,,,3,0,,,,11,1,,,,,0
Wikipedia,31,331,196624,I would like to create a few plots. Where can I access the geologic temperature record raw data?,Highlight,"2: would,3: like,4: to,10: can,11: I",,,,"2: would,3: like,4: to,9: Where,10: can",,"9: Where,10: can,11: I,12: access",,,"9: Where,10: can,11: I,12: access",,,"1: I,2: would,3: like,4: to,5: create,6: a,7: few,8: plots.",,,,"9: Where,10: can,11: I,12: access,13: the,14: geologic,15: temperature,16: record,17: raw,18: data?",,"1: I,2: would,3: like,9: Where,10: can,11: I",,"2: would,3: like,9: Where,10: can,11: I,12: access",,,"1: I,2: would,3: like,4: to,9: Where,10: can,11: I,12: access","9: Where,10: can,11: I,12: access",,,"1: I,2: would,3: like,4: to,5: create,6: a,7: few,8: plots.",,,,,,,,,,"2: would,3: like,4: to",,,,"2: would,9: Where,10: can,11: I,12: access","1: I,2: would,3: like,4: to",,,,,"2: would,3: like,9: Where,10: can,11: I",,"2: would,3: like",,"2: would,3: like,4: to,10: can,11: I,12: access",,,,,"1: I,2: would,3: like,4: to","1: I,2: would,3: like,4: to,5: create",,,,"2: would,3: like,10: can,11: I","2: would,3: like,10: can",,,,,"1: I,2: would,3: like"
Wikipedia,32,332,39167,"Like most users with their articles screwed over by <url>'s new web facelift, I'm at a lost with <url> being dead. Can you help?",Rating,-5,,,,5,,-8,,,8,,,-3,,,,5,,5,,2,,,-1,6,,,8,,,,,,,,,,0,,,,-1,-10,,,,,0,,1,,3,,,,,3,2,,,,6,0,,,,,0
